,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en cv surprisal,cs word en wbw cv surprisal,cs word zh cv surprisal,cs word zh wbw cv surprisal
15969,NI03FBX_0101,Interview,-1,3,"['很', 'attract', 'attention', '那种']",4,"['man > eng', 'eng > man']",attract,1,7,very attract attention,very attract attention that kind,吸引,2,1,4149944,1934882,16.38856127144066,13.760897149400549,很吸引注意力那那种,很 吸引 眼球 那种,15.900864926905788,15.900864926905788,20.726612264129756,20.726612264129756
15973,NI03FBX_0101,Interview,-1,3,"['就', '其实', 'actually', '其实', '是', '样', '误会', '来', '的', '他们']",10,"['man > eng', 'eng > man']",actually,2,8,"in fact, actually actually misunderstood them","in fact actually in fact, they came from the same misunderstanding",实际上,3,2,32871581,1715,13.40288419887134,23.900718443049342,就实际上是其实其实是样误会来的,就 其实 实际上 其实 是样 误会 来 的 他们,12.919835750658242,13.499148784282506,20.192878077124202,14.717825677895124
15989,NI03FBX_0101,Interview,-1,3,"['刚好', '就', '那', '时候', '也', '是', '要', 'celebrate', '我', '自己', '的', 'birthday', 'then', '就', 'okay']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",celebrate,1,9,it was just that i had to be celebrate my own birthday then is okay,just happened to be at that time celebrate mine birthday then at once okay,庆祝,2,1,2451588,557596,17.14793659183884,15.555850617822296,刚好就就时候也要庆祝我我自己自己生日就,刚好 就 那 时候 也 是 要 庆祝 我 自己 的 生日 就 好 的,16.186333821161504,16.082018635125852,14.75053005998929,14.75053005998929
16006,NI15FBQ_0101,Interview,-1,15,"['呃', '我', '有', '玩', 'tennis', '跟', 'softball', '呃', 'actually', '我', '要', 'join', '别的', 'sport', '可是', '没有', '时间']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",tennis,0,6,"uh, i have play with tennis and softball.","uh, i have fun tennis and softball well actually i want join other sport but there is no time",网球,2,0,2594168,19219,17.0663812275964,20.41446565257813,呃网球跟垒球实际上是加入别的运动可是可是可是时间没有时间,呃 我 有 玩 网球 跟 垒球 呃 实际上 我要 加入 别的 运动 可是 没有 时间,11.72215610014779,12.289006920524084,14.447055318880853,14.886330480508287
16007,NI15FBQ_0101,Interview,-1,15,"['因为', 'hall', 'six', 'is', 'the', 'best', 'hall', 'hello']",8,['man > eng'],hall,0,4,because hall six is the best hall hello,because hall six is the best hall hello,大厅,2,0,15850515,103536,14.45519532937514,17.98493834222791,因为第六大厅是最好的大厅你好,因为 第六 大厅 是 最好 的 厅 你好,17.02411744283591,17.02411744283591,15.38062341524324,15.38062341524324
16008,NI15FBQ_0101,Interview,-1,15,"['呃', 'actually', '我们', 'hall', 'six', '有', '一个', '很', 'strong', '的', 'hall', 'culture', '所以', '很多', '人', '都', '会', '呃', '来', '去', 'join', '东西', '的']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",actually,2,8,"uh actually our hall six has a very strong hall culture, so many people will come and go",well actually us hall six there is one strong of hall culture so many people can come and go join east -west,实际上,3,2,32871581,1715,13.40288419887134,23.900718443049342,呃实际上我们hall六厅六有有个个很的的室文化所以所以所以很多人都会来去来来来去来,呃 实际上 我们 六厅 有 一个 很强 的 的 霍尔 文化 所以 很多 人 都 会 呃 来 去 加入 东西 的,12.628584043974946,13.131464827220803,13.813780885283238,13.813780885283238
16012,NI15FBQ_0101,Interview,-1,15,"['呃', '其实', '呃', 'any', 'four', 'is', 'okay', '可是', '我', '最', '不想', '去', '的', '就是', 'k.', 'p.', 'm.', 'g.', 'cause', 'i', 'heard', 'that', '呃', 'down', 'there', '他们', '是', '好像', '很', 'slave', '来', '的']",32,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",any,2,3,"uh, uh any four is okay, but what i don't want to go to is k. p. m. g. cause i heard thatht.","uh, uh, uh any four is okay but what i don't want to go to is the least is k. p. m. g. cause i heard that well down there they seem to be very slave coming",任何,2,2,338375190,9502161,10.03917315777836,11.464887083505564,任何四个都可以的四个都可以。p。m。G。因为我听说在那儿呃他们很很很来来来,呃 其实 呃 任何 四个 都 可以 可是 我 最 不想 去 的 就是 k 。 p 。 m 。 G 。 因为 我 听说 呃 在 下面 他们 是 好像 很 奴隶 来 的,10.616987164187808,10.616987164187808,12.883015167461702,12.030281208396257
16014,NI15FBQ_0101,Interview,-1,15,"['呃', 'actually', '我', '要', '去', '做工']",6,"['man > eng', 'eng > man']",actually,2,8,uh actually i am going to work,well actually i want to work,实际上,3,2,32871581,1715,13.40288419887134,23.900718443049342,呃实际上是我我要去做工,呃 实际上 我要 去 做工,12.628584043974946,13.131464827220803,13.813780885283238,13.813780885283238
16015,NI15FBQ_0101,Interview,-1,15,"['我', '爸爸', '要', '去', 'france', '做工', 'so', 'maybe', '我', '会', '跟', '我', '家人', '一起', '去', 'but', 'quite', 'unlikely', 'i', 'most', 'prob', '不会', '去', 'like', 'work']",25,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",france,0,6,"my dad is going to france to work so maybe, i will go to but quite unlikely i most prop and will not go to like work",my father is going france work so maybe i will go with my family but quite unlikely i most prob will not go like work,法国,2,0,36896771,3013025,13.23623048001815,13.121930091316498,法国做工做工做工做工，所以也许是我我跟我家人家人一起去一起一起去去一起一起一起去去一起一起去一起一起一起一起一起,我 爸爸 要 去 法国 做工 所以 也许 我会 跟 我家 人 一起 去 但 我 最 不太可能 不会 去 喜欢 工作,19.367786213929126,19.999258501535266,10.791972716321286,12.691232618109236
16020,NI15FBQ_0101,Interview,-1,15,"['当', '你', '买', '东西', '的', '时候', 'they', 'also', 'package', 'until', 'very', 'nice', 'for', 'you', 'then', 'all', 'the', 'sales', 'attendant', '他们', '会', '很', '客气', '的', '跟', '你', '讲话']",27,"['man > eng', 'eng > man']",they,2,4,"when you buy something, the also package until very nice for you then all the sales atntant, they will be politely spoke to you",when you buy something they also package until very nice for you then all the sales attendant they will be very polite to talk to you,他们,2,2,739975345,46390451,8.910319747450705,9.177386768008562,他们还包装直到对您来说非常好，然后所有销售服务员都包装，然后所有的销售人员他们他们客气你你你你你你,当 你 买 东西 的 时候 他们 还 包装 直到 非常适合 您 ， 然后 所有 销售 人员 他们 会 很 客气 的 跟 你 讲话,9.981595333622513,11.19623575240703,7.96639615500928,12.343975861288614
16031,NI15FBQ_0101,Interview,-1,15,"['我', '可以', 'like', '跟', '我', '的', '朋友', '一起', '去', 'road', 'trip', 'just', 'rent', 'a', 'car', 'then', 'like', '去', '两', '三天', '就', '可以', '了']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,i can live with my friend to the road trip just rent a car then like for two or three days.,i can like go with my friends road trip just rent a car then like just go for two or three days,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,我我喜欢跟跟我朋友去去一起去一起一起一起去一起一起一起一起一起去一起一起一起一起一起一起一起去去,我 可以 喜欢 跟 我 的 朋友 一起 去 公路 旅行 只是 租车 然后 喜欢 去 两三天 就 可以 了,10.235869662103191,10.649316832792872,11.071376434261358,16.070378599081366
16035,NI15FBQ_0101,Interview,-1,15,"['呃', '我', '可以', 'like', '去', '看', '别的', '地方', '看', 'like', '很多', 'when', 'like', 'experience', 'things', 'when', 'you', 'are', 'young']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,"uh, i can like to see other places to watch many where experience things when you are young","uh, i can like go to see other places like a lot of when like experience things when you are young",喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢去去去去看别的看地方地方地方看地方很多很多,呃 我 可以 喜欢 去 看 别的 地方 看 喜欢 很多 当 你 年轻 的 时候 体验 事物,10.649316832792872,10.649316832792872,12.117094816263997,14.74845053300189
16044,NI15FBQ_0101,Interview,-1,15,"['呃', 'actually', '我', '没有', '想', 'so', 'far', 'in', 'in', 'advance', '可是', '最', '好', '是', '可以', 'clear', '我', '的', 'prescribe', 'elective']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",actually,2,8,"uh actually i didn't think so far in in advance, but it is best",well actually i don't think so far in in advance but it is best clear mine prescribe elective,实际上,3,2,32871581,1715,13.40288419887134,23.900718443049342,呃实际上是到目前为止的我没有想没有想,呃 实际上 我 没有 想到 目前为止 可是 最好 是 可以 清除 我 的 处方 选修课,12.628584043974946,13.131464827220803,13.813780885283238,13.813780885283238
16045,NI15FBQ_0101,Interview,-1,15,"['我', '这个', 'semester', '已经', '在', 'clear', '一个', '了', '是', '叫', 'digital', 'lifestyle']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",semester,0,8,my semester is already called digital lifestyle in clear,my semester already here clear one is called digital lifestyle,学期,2,0,1570284,136574,17.79062763297379,17.585387970065852,我学期已经已经已经清晰,我 这个 学期 已经 在 清除 一个 了 是 叫 数字 生活 方式,17.34755564302338,17.34755564302338,24.034981909497837,18.103499911959325
16046,NI15FBQ_0101,Interview,-1,15,"['可是', '你', '不要', '跟', '我', '的', 'lecturer', '讲']",8,"['man > eng', 'eng > man']",lecturer,0,8,but don't tell my lecturer,but don't follow me lecturer speak,讲师,2,0,938656,239266,18.53298470117768,16.776455427014326,可是可是不要跟我的讲师讲,可是 你 不要 跟 我 的 讲师 讲,17.34755564302338,18.02817353144371,16.567358973645085,16.567358973645085
16050,NI15FBQ_0101,Interview,-1,15,"['我', '跟', '你', '讲', '我', '没有', 'plan', 'so', 'far', 'in', 'advance', '可是', '我', '要', 'clear', '我', '的', 'prescribe', 'elective']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",plan,0,4,"i tell you that i don’t have plan so far in advance, but i want clear, my prescripe elective",i told you that i didn't plan so far in advance but i want clear mine prescribe elective,计划,2,0,41901916,18461416,13.05270883132444,10.506701427226766,远程计划提前计划可是可是可是可是可是可是,我 跟 你 讲 我 没有 提前 计划 可是 我要 清除 我 的 处方 选修课,15.45882060601846,14.992335199172997,18.052990327469374,12.226960944146207
16055,NI15FBQ_0101,Interview,-1,15,"['呃', 'i', 'think', 'like', '那种', '我', '我', '有', '兴趣', '的', '东西']",11,"['man > eng', 'eng > man']",i,2,1,uh i think like what i am interested in,well i think like that kind of things i am interested in,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,呃我认为喜欢那那我我有兴趣东西的,呃 我 想 喜欢 那种 我 我 有 兴趣 的 东西,14.593057380579248,15.095937499439488,11.312175693617933,11.312175693617933
16059,NI15FBQ_0101,Interview,-1,15,"['是', 'hokkien', '人', '讲', '是', '#paiseh#', 'but', 'they', 'all', 'mean', 'the', 'same', 'thing', '如果', '你', '要', '比较', '#chim#', '的', '是', '叫', 'embarrass']",22,"['man > eng', 'eng > man', 'man > other', 'other > eng', 'eng > man', 'man > other', 'other > man', 'man > eng']",hokkien,0,7,"the hokkien people said that # paiseh # but they all mean the ame thing, if you want to compare # chim #",yes hokkien person is #paiseh# but they all mean the same thing if you want to compare #chim# it's called embarrass,霍金,2,0,13535,5958,24.648814442298605,22.10409889585999,是霍金人是＃＃paiseh＃，但它们都意味着同一件事。,是 霍金 人 讲 是 ＃ paiseh ＃ ， 但 它们 都 意味着 同 一件 事 如果 你 要 比较 ＃ CHIM ＃ 的 是 叫 尴尬,18.97670691387356,17.173453059377522,25.235561603235126,25.235561603235126
16062,NI15FBQ_0101,Interview,-1,15,"['读', '星星', '你', '就', 'astronomy', 'as', 'study', 'of', 'stars']",9,['man > eng'],astronomy,0,9,"reading the stars, you will be astronomy as study of stars","read the stars, you just astronomy as study of stars",天文学,3,0,1412085,193896,17.943826206292314,17.079787788165536,读读星星你天文学作为恒星的研究,读 星星 你 就 天文学 作为 恒星 的 研究,17.508260558469743,17.266345795658907,14.860094888993293,15.31765626820465
16063,NI15FBQ_0101,Interview,-1,15,"['呃', '其实', 'i', 'just', 'pick', 'up', 'softball', 'like', '一个月', '前']",10,"['man > eng', 'eng > man']",i,2,1,"uh, i just pick up softball like a month ago",uh i just pick up softball like a month ago,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,呃我只是拿起垒球，就像一一月前前,呃 其实 我 只是 拿 起 垒球 一个月 前,14.593057380579248,14.593057380579248,11.312175693617933,12.216220154037007
16071,NI15FBQ_0101,Interview,-1,15,"['我', '最', '喜欢', '的', '就是', 'shopping']",6,['man > eng'],shopping,0,8,my favorite is shopping,my favorite is shopping,购物,2,1,4082261,210112,16.412284715822675,16.96391226953654,我我最的是是购物,我 最 喜欢 的 就是 购物,10.760442635808662,10.760442635808662,15.456395598509193,15.837966543778762
16073,NI15FBQ_0101,Interview,-1,15,"['我', '最', '喜欢', '的', '就是', 'shopping', '最', 'fullfilling', '的', '就是', '你', '要', '买', '一个', '东西', 'then', '你', '去', '挖', '那个', 'bargain', 'bin', 'then', '你', '找', '到', '一个', '很', '漂亮', '的', '一个', '衣服']",32,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",shopping,0,8,"my favorite is shopping the most fullfilling is that you want to buy one thing, you go to dig that bargain bin then, you find a beautiful clothes",my favorite is shopping most fullfilling it is you to buy something then you dig that bargain bin then you find a very beautiful dress,购物,2,1,4082261,210112,16.412284715822675,16.96391226953654,购物最最是最最最最最的的的是要要一一一个个个个个个你你你你你去去挖挖挖那个挖挖那个挖挖b b,我 最 喜欢 的 就是 购物 最 充实 的 就是 你 要 买 一个 东西 然后 你 去 挖 那个 然后 讨价还价 你 找到 一个 很漂亮 的 一个 衣服,10.760442635808662,10.760442635808662,15.297568569014866,15.837966543778762
16085,NI15FBQ_0101,Interview,-1,15,"['我', '我', '喜欢', 'michael', 'jackson']",5,['man > eng'],michael,0,7,i like michael jackson,i like it michael jackson,迈克尔,3,0,15809372,37780,14.458944984923871,19.43937622283379,我我迈克尔·杰克逊,我 我 喜欢 迈克尔 杰克逊,17.91446725468381,18.238057599178024,16.86412009807375,16.674727675985558
16090,NI15FBQ_0101,Interview,-1,15,"['还', 'like', '现在', '有', '那个', 'hatti', 'earthquake', '所以', '其实', '有', '很多', 'pop', 'artist', '他们', '都', '要', '帮', '他们', '呃', '筹钱']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,"like now has hatti earthquake, so there are actually many pop artist, they all help them to raise money",return like there is one now hatti earthquake so there are actually a lot pop artist they all have to help them make money,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,还喜欢现在现在有有有有那个所以所以所以所以其实有有有有很多很多他们他们他们都要他们他们呃呃,还 喜欢 现在 有 那个 海地 地震 所以 其实 有 很多 流行 艺术家 他们 都 要 帮 他们 呃 筹钱,15.341250262498585,10.512513854374838,20.078487483176758,20.078487483176758
16099,NI15FBQ_0101,Interview,-1,15,"['她', '没有', '做', '正经事', 'so', 'i', ""don't"", 'really', 'respect', 'her']",10,['man > eng'],so,2,2,she did not do so i really respect her,she did not do serious business so i really respect her,所以,2,2,495581448,13406620,9.48867476883514,10.96826908079729,她她做正经事，所以我真的很尊重她,她 没有 做 正经事 所以 我 真的 很 尊重 她,11.191081448775003,10.224569127110001,9.455488625715631,14.996208235138827
16102,NI15FBQ_0101,Interview,-1,15,"['还有', 'i', 'think', 'the', 'universal', 'like', 'singaporean', '最', '爱', '吃', '的', '东西', '就是', 'chicken', 'rice']",15,"['man > eng', 'eng > man', 'man > eng']",i,2,1,and i think the universal like singaporean's favorite thing is chicken rice,besides i think the universal like singaporean the favorite thing to eat is chicken rice,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,还还我认为普遍的像新加坡最最爱的就是是是是是,还有 我 认为 像 新加坡 一样 的 通用 最爱 吃 的 东西 就是 鸡肉 米,15.783074007360414,14.593057380579248,10.853620393520586,17.253973274469494
16106,NI15FBQ_0101,Interview,-1,15,"['呃', 'if', 'i', 'have', 'to', 'choose', '我', '怀', '还会选', '餐馆', '因为', '比较', '干净', 'then']",14,"['man > eng', 'eng > man', 'man > eng']",if,2,2,uh if i have to choose i will choose a restaurant because it is relatively clean,well if i have to choose i will choose a restaurant because i am relatively clean then,如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,呃如果我必须选择我我还会选餐馆比较干净干净,呃 如果 我 必须 选择 我怀 还会选 餐馆 因为 比较 干净 然后,10.240738279919057,7.954131928675766,15.21638496488234,15.21638496488234
16120,NI15FBQ_0101,Interview,-1,15,"['她', '也', 'like', 'her', 'character', '也', '很', 'like', '很', '善良', 'very', 'nice', 'person', 'that', 'i', 'can', 'get', 'along', 'with']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,she is also like her character.,she also like her character also very like very kind very nice person that i can get along with,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,她也喜欢她的性格也很很很很,她 也 像 她 的 角色 也 很 喜欢 很 善良 我 可以 相处 的 非常 好 的 人,10.299105553124656,10.131102693846632,13.012061443778173,7.211849421222851
16121,NI15FBQ_0101,Interview,-1,15,"['六百', '九十七', '块', '五毛', 'according', 'to', 'my', 'roomie']",8,['man > eng'],according,1,9,six hundred ninety -seven pieces of five -hairy according to my roomie,six hundred ninety -seven pieces of five cents according to my roomie,根据,2,2,41410661,17066463,13.069722813894035,10.620050547033117,根据我的室友,六百 九十七 块 五毛 根据 我 的 房间,16.453408867363024,17.262869065714796,11.339594888113135,12.966266671833294
16127,NI15FBQ_0101,Interview,-1,15,"['可是', 'sometimes', '呃', 'it', 'is', 'a', 'bit', 'windy', 'so', '还', '蛮', '不错', '的', '不会', 'too', 'hot', 'until', '你', 'like', '躺', '在', '床上', '都', '不', '可以', 'fall', 'asleep', '你', '只会', '躺', '在', '那边', '一直', '流汗']",34,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",sometimes,2,9,"but sometimes uh it is a bit windy so pretty good, you will not be asleep lying on the bed, you will just lie there and keep sweating",but sometimes well it is a bit windy so it's pretty good too hot until you like you can't lie in bed fall asleep you can only lie over there and keep sweating,有时,2,2,50330399,2230735,12.788295010179144,13.555623595875382,有时呃有点风，所以太热了，直到喜欢躺躺躺在床上都不不可以可以可以可以可以可以可以可以可以可以你你你你你,可是 有时 呃 有点 大风 还 蛮 不错 的 不会 太热 直到 你 喜欢 躺 在 床上 都 不 可以 睡着 你 只会 躺 在 那边 一直 流汗,17.470024169519164,17.470024169519164,10.831080779203965,17.819483364666695
16135,NI15FBQ_0101,Interview,-1,15,"['呃', '其实', 'i', ""don't"", 'think', 'i', 'will', 'miss', 'my', 'family', 'so', 'much']",12,['man > eng'],i,2,1,"uh, i think i will miss my family so much",uh i think i will miss my family so much,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,呃其实我想我会非常想念我的家人,呃 其实 我 想 我会 非常 想念 我 的 家人,14.593057380579248,14.593057380579248,12.216220154037007,12.216220154037007
16142,NI15FBQ_0101,Interview,-1,15,"['她', '好像', '要', '读', 'geography', 'biology', 'economics', '跟', '数学', '可是', '呃', '好像']",12,"['man > eng', 'eng > man']",geography,0,9,"she seems to read geography biology economics and mathematics, but it seems",she seems to read geography biology economics it seems to be mathematics,地理,2,0,2752496,1813639,16.980912672848184,13.8542554149385,地理生物学经济学跟跟跟跟数学可是好像好像,她 好像 要读 地理 生物学 经济学 跟 数学 可是 呃 好像,17.94070251400599,17.94070251400599,18.781357610325614,14.176041130344421
16144,NI15FBQ_0101,Interview,-1,15,"['呃', '其实', '她', '在', 'consider', 'between', 'chemistry', 'and', 'geography']",9,['man > eng'],consider,1,8,"uh, in fact, she is in consider between chemistry and geography","uh, she is actually in consider between chemistry and geography",考虑,2,1,31496422,6543116,13.46453709772113,12.003164886958633,呃呃她考虑化学和地理之间,呃 其实 她 在 在 化学 和 地理 之间 考虑,17.982545852482,16.574869853067625,14.963545377145847,16.138056240158505
16146,NI15FBQ_0101,Interview,-1,15,"['那', '是', '我', '一个', '很', '不好', '笑', '的', '笑话', 'sorry', 'yes']",11,['man > eng'],sorry,2,5,that's a very funny joke sorry yes,that's my unhappy joke sorry yes,对不起,3,1,10492716,175164,15.050336882759344,17.226364529380874,那是我一个不不好笑对不起,那 是 我 一个 很 不好 笑 的 笑话 对不起 ， 是 的,14.59354902593729,14.59354902593729,18.531668207001502,18.528113743939972
16152,NI15FBQ_0101,Interview,-1,15,"['当', '你', '读书', '的', '时候', '会', '有', '很多', '功课', '给', '你', '做', '呃', '有', '很多', 'projects', '很多', 'deadlines', 'tests', 'quizzes', '还有', 'examinations']",22,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",projects,0,8,"when you are studying, you will have a lot of homework for you. there are many projects many deadlines tests quizzes and examinations","when you are studying, there will be a lot of homework for you. projects a lot of deadlines tests quizzes besides examinations",项目,2,0,12368405,10453603,14.813065579390546,11.327214364162389,当当读书时候会有很多功课功课你你呃有很多有很多项目很多截止日期测试测验还检查检查,当 你 读书 的 时候 会 有 很多 功课 给 你 做 呃 有 很多 项目 很多 截止 日期 测试 测验 还有 考试,15.644088854376852,23.191849983590664,12.573382568243774,12.573382568243774
16153,NI15FBQ_0101,Interview,-1,15,"['嗯', '很多', '东西', 'like', '去', '去', '给', '你', 'like', '做', '的', '东西']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,"hmm, a lot of things, go to do what you like to like you",a lot of things like go to you like what to do,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢喜欢去去给你给给做做东西东西,嗯 很多 东西 喜欢 去 去 给 你 喜欢 做 的 东西,8.013809370321988,6.026191496294985,12.117094816263997,14.251324990180425
16157,NI15FBQ_0101,Interview,-1,15,"['我们', '要', 'plan', '一个', 'event', '叫', 'hall', 'olympiad', 'closing']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",plan,0,4,we want to plan a event called hall olympiad closing,we want plan one event call hall olympiad closing,计划,2,0,41901916,18461416,13.05270883132444,10.506701427226766,我们我们计划一活动叫大厅奥林匹克运动会关闭,我们 要 计划 一个 事件 叫 霍尔 奥林匹克运动会 关闭,16.463505535614622,16.502820554617614,12.592008951264617,15.946480646926352
16158,NI15FBQ_0101,Interview,-1,15,"['其实', '呃', '好像', '刚才', '那个', 'professor', '讲', '的', '呃']",9,"['man > eng', 'eng > man']",professor,0,9,"actually, it seems that the professor just said, uh","actually uh it seems to be the one just now professor eh, uh",教授,2,0,13883680,2374957,14.646335026691627,13.465241341951597,教授讲讲讲的的呃呃,其实 呃 好像 刚才 那个 教授 讲 的 呃,15.200882190849121,16.66245913114552,16.319326215861892,12.071380767171824
16159,NI15FBQ_0101,Interview,-1,15,"['所以', '我们', '都', '很', 'like', '有', 'like', '很', 'looking', 'forward', 'to', '他们', '的', 'performance']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,so we all have like to have looking forward to their performance,so we are all very like have like very looking forward to their performance,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢有有我们都都有有很很很,所以 我们 都 很 喜欢 有 喜欢 很 期待 他们 的 表现,11.02016193662967,10.149915437033599,12.117094816263997,7.009235393124196
16173,NI15FBQ_0101,Interview,-1,15,"['真的', '没有', 'like', 'spare', '时间', '来', 'like']",7,"['man > eng', 'eng > man', 'man > eng']",like,2,4,there is really no like spare time to live like,really do not have like spare time like,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢备用时间时间时间,真的 没有 喜欢 备用 时间 来 喜欢,10.46073496115983,11.281384742106422,12.117094816263997,17.27361085240242
16174,NI15FBQ_0101,Interview,-1,15,"['所以', '我', '不会', 'like', '太', '想念', '我们', '的', '我', '的', '家庭', 'because', 'i', ""don't"", 'really', 'have', 'time', 'to', 'do', 'that']",20,"['man > eng', 'eng > man', 'man > eng']",like,2,4,"so i don’t like to like my family, my family because i really has time to do that",so i won't like miss our family so much because i really have time to do that,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢太不不太太我们的我我的家庭的家庭家庭家庭家庭的的家庭,所以 我 不会 喜欢 太 想念 我们 的 我 的 家庭 因为 我 真的 有 时间 去 做,5.827925207686919,10.269781232867038,12.117094816263997,13.76043105227216
16180,NI15FBQ_0101,Interview,-1,15,"['我', '喜欢', 'like', '到', '别的', '国家', '去', 'like', 'experience', '她', '的', 'culture', '她', '的', 'language', '她', '的', 'diversity']",18,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,i like like to other countries to live excerience.,i like like go to other countries like experience her culture her language her diversity,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢的到到到别的国家国家去去国家她她她文化她语言她她的她她的她她多样性,我 喜欢 喜欢 到 别的 国家 去 喜欢 经验 她 的 文化 她 的 语言 她 的 多样性,11.225029228555087,11.225029228555087,12.117094816263997,9.083751916378166
16188,NI15FBQ_0101,Interview,-1,15,"['一直', 'encourage', 'people', 'to', 'learn', '呃', 'encourage', 'people', 'to', 'experience', 'new', 'things', 'learn', 'from', '这种', 'experiences']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",encourage,1,9,i have been encourage to learn encourage people to experience new things learn from,always encourage people to learn well encourage people to experience new things learn from this experiences,鼓励,2,1,7669234,2853328,15.50257065095196,13.200497135508844,一直鼓励人们学习呃鼓励人们体验新事物从这这经验中学习,一直 鼓励 人们 学习 呃 鼓励 人们 体验 新 事物 这种 经验,16.676170721549976,16.35032877419305,20.786194366439656,20.786194366439656
16189,NI15FBQ_0101,Interview,-1,15,"['就', '我', 'like', 'those', 'that', 'have', 'to', 'do', 'with', '去', 'like', '别的', '国家', '的', '那个', 'topic']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",like,2,4,i like this that has to do with to the topic of other countries in other countries,just me like those that have to do with go like one of other countries topic,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,就就喜欢与去去别的国家那个那个那个那个那个那个那个我,就 我 就 像 那些 与 去 喜欢 别的 国家 的 那个 话题,11.225029228555087,9.677009739759148,11.347280833146275,13.952682657871621
16192,NI15FBQ_0101,Interview,-1,15,"['我', 'roomie', '讲', '呃', '我', 'room', 'mate', 'roomie', '就是', 'short', 'for', 'room', 'mate']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",roomie,0,6,"i roomie said uh, i room mate roomie is short for room mate",i roomie say uh me room mate roomie that is short for room mate,室友,2,0,8626,0,25.29874570866643,34.64471130410952,我室友,我 室友 讲 呃 我 房间 配偶 室 就是 室友 的 缩写,18.411594790662132,18.411594790662132,24.630613914888233,24.630613914888233
16193,NI15FBQ_0101,Interview,-1,15,"['所以', '我', '会', 'consider', 'learning', 'japanese']",6,['man > eng'],consider,1,8,so i will be consider learning japanese,so i will consider learning japanese,考虑,2,1,31496422,6543116,13.46453709772113,12.003164886958633,所以我会考虑学习日语,所以 我会 考虑 学习 日语,15.545298034762995,15.620114499316049,14.476019209940176,14.476019209940176
