sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,dep_surp_zh,ngram_surp_eng,dep_surp_eng,cs_back_word,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,PSU,946,PSU_1985,一 个 american 一 个 black 。,One American and one black.,一 个 美国人 一 个 黑人 。,3,american,美国人,个,a,a american,个 美国人,root american,nmod 美国人 黑人,46.06056397924020,7.85814665,NN,NNP,3,8,7,5.305063,8.877768,7.4551773,8.794547,一,,6,dep,2.791026 5.592477 5.305063 3.179597 5.279712 4.070023 1.683432,3.9859042857142900,10.625950787430100,10.913632859881900,8,3,0,0,5.592477,5.305063
code-switch,PSU,947,PSU_6291,有 free off street parking lot 。,There is Free Off Street Parking Lot.,有 免费 的 街边 停车位 。,2,free,免费,有,There are,There are free,有 免费,amod free lot,amod 免费 街边,38.15362473674620,8.56122074,JJ,JJ,2,4,6,4.294359,3.2338428,3.4371564,2.8117666,,,5,amod,2.715695 4.294359 0.4685211 6.078256 6.262852 0.539831,3.3932523500000000,8.9212026951917,7.721785707401630,4,3,0,0,2.715695,4.294359
code-switch,PSU,955,PSU_791,router 已 卖,The router has been sold,路由器 已 卖,1,router,路由器,<s>,<s>,<s> router,<s> 路由器,nsubj:pass router sold,nsubj 路由器 卖,41.90304270982510,12.9155436,NN,NN,3,6,3,5.886802,5.9582872,6.5347433,5.7309623,已,,3,nsubj,5.886802 3.823272 4.351453,4.6871756666666700,11.319097967990100,10.913632859881900,6,2,0,,,5.886802
code-switch,PSU,963,PSU_7217,无 事故 记录 ， clean title ， 按时 保养 。,"No accident record, clean title, timely maintece.",无 事故 记录 ， 干净 的 头衔 ， 按时 保养 。,5,clean,干净,，,.,. clean,， 干净,amod clean title,amod 干净 头衔,39.00347142963830,10.1626241,VA,JJ,2,5,11,6.066429,4.291841,4.3942523,3.7169607,按时,,7,amod,3.563109 5.1181 4.416825 0.8662001 6.066429 0.5325662 3.922933 0.5325323 6.073658 5.715467 1.115179,3.4475453272727300,8.9212026951917,8.228055514631760,5,2,0,1,4.416825,6.066429
code-switch,PSU,966,PSU_2556,本人 女 ， 安静 爱 干净 ， 不 开 party 。,"My daughter, quiet love clean, not party.",本人 女 ， 安静 爱 干净 ， 不 开 派对 。,10,party,派对,开,open,open party,开 派对,conj daughter party,xcomp 开 派对 ,40.895667412354000,8.80624243,NN,NNP,2,5,11,2.913393,3.719243,7.301659,3.416915,,,9,dobj,5.073573 4.483484 0.971958 5.932204 4.655413 3.324678 0.3454795 1.887929 5.319402 2.913393 1.005935,3.2648589545454500,8.183603752060920,12.012245148550000,5,1,0,0,5.319402,2.913393
code-switch,PSU,967,PSU_2434,可以 为 你 提供 mock interview 和 内推 。,You can get mock interviews and extrapolations.,可以 为 你 提供 模拟 面试 和 内推 。,5,mock,模拟,提供,provide,provide mock,提供 模拟,amod mock interviews,nmod 模拟 面试,37.71424329709520,12.2364225,JJ,NNP,2,4,9,3.897037,4.1532483,5.8647237,4.810596,和,,8,amod,3.535944 2.645677 2.264558 2.444169 3.897037 4.164828 1.919514 10.51329 1.427697,3.645857111111110,10.913632859881900,11.319097967990100,4,3,0,0,2.444169,3.897037
code-switch,PSU,968,PSU_151,公寓 离 bus stop 稍 远 但 环境 安静 绝 不 会 吵闹 。,The apartment is a little far from the bus stop but the environment is quiet and never noisy.,公寓 离 公交 车站 稍 远 但 环境 安静 绝 不 会 吵闹 。,3,bus,公交,离,From the,From the bus,离 公交,compound bus stop,nmod 公交 车站,39.73689897941280,10.8563339,NN,NN,2,3,14,5.204655,3.7369392,3.8807576,3.4879868,稍,,4,compound:nn,4.876083 3.639942 5.204655 4.135591 4.301555 5.067664 4.524419 4.459775 3.820652 5.611508 3.553 2.638877 5.915932 1.156347,4.207571428571430,7.869110422158480,8.456897087060600,3,1,0,0,3.639942,5.204655
code-switch,PSU,969,PSU_5126,yellow ， 包 很 轻 ， 很 新 。,It's yellow. It's light and new.,黄色 ， 包 很 轻 ， 很 新 。,1,yellow,黄色,<s>,<s>,<s> yellow,<s> 黄色,root yellow,nsubj 黄色 新 ,39.248105331767100,9.9375234,NN,NNP,2,6,9,4.759578,4.854433,6.7056246,4.3265047,包,,5,nmod:topic,4.759578 0.9300625 5.224929 4.28477 5.759033 1.360554 3.711302 4.296021 0.930927,3.473019611111110,12.012245148550000,12.012245148550000,6,4,0,,,4.759578
code-switch,PSU,971,PSU_4263,居住 情况 ： 有 衣帽间 ， 两 人 share 一 个 卫生间 。,Where we live: There is a cloakroom and two people share a bathroom.,居住 情况 ： 有 衣帽间 ， 两 人 公共 的 一 个 卫生间 。,9,share,公共,人,people,people share,人 公共,conj is share,acl:relcl 公共 卫生间,35.83676799432040,9.48778941,JJ,NN,2,5,14,5.285901,5.8345113,3.3592222,3.1128557,一,,13,amod,4.495176 4.165873 1.83651 3.342125 6.394945 0.5797836 2.726651 0.4726976 5.285901 1.943345 1.904912 6.389151 4.93294 0.966715,3.245480371428570,7.7081800553458500,10.066334999494700,5,4,0,0,0.4726976,5.285901
code-switch,PSU,972,PSU_4255,卧室 里 带有 十分 宽敞 的 独立 卫浴 ， 以及 walk in closet ， 十分 适合 女生 。,"The bedroom has a spacious en-suite bathroom and Walk in Closet, perfect for girls.",卧室 里 带有 十分 宽敞 的 独立 卫浴 ， 以及 壁橱 衣柜 ， 十分 适合 女生 。,11,walk,壁橱,以及,As well as,As well as walk,以及 壁橱,conj has walk,nmod 壁橱 衣柜,43.17991677123600,9.77404116,NN,VB,2,4,17,6.769166,6.5707984,4.24928,2.7280111,十分,,12,compound:nn,6.527233 1.176091 3.896134 3.601406 4.037666 0.4245601 3.484542 3.9518 1.804378 2.380778 6.769166 6.55792 1.244165 4.096576 1.735066 5.473934 1.142831,3.429661535294120,9.93280360687018,12.012245148550000,4,1,0,0,2.380778,6.769166
code-switch,PSU,980,PSU_1714,求 分享 一 条 line 。,I want to share a line.,求 分享 一 条 线 。,5,line,线,条,article,article line,条 线,obj share line,obj 分享 线,36.25864021640400,8.31623103,NN,NN,1,4,6,2.567153,4.9891567,8.232217,3.5418568,,,2,dobj,4.792746 5.121988 2.551168 1.580853 2.567153 1.232665,2.974428833333330,11.319097967990100,9.44729579108848,4,3,0,0,1.580853,2.567153
code-switch,PSU,981,PSU_1162,因为 物品 太 多 ， 准备 搞 一 个 garage sale 。,Prepare to have a garage sale because there are so many items.,因为 物品 太 多 ， 准备 搞 一 个 车库 拍卖 。,10,garage,车库,个,a,a garage,个 车库,compound garage sale,obj 搞 车库,41.44716963998450,12.0198665,NN,NN,2,6,12,5.022952,5.9820576,4.7019978,4.0667686,,,11,compound:nn,2.896955 5.532707 4.790534 3.952621 1.428 3.752177 4.074116 0.5049582 5.742998 5.022952 2.154926 1.387493,3.436703100000000,9.614349875751650,9.373187818934760,6,1,0,0,5.742998,5.022952
code-switch,PSU,983,PSU_7787,本 帖 由 更新 ， 毕业 甩卖 ， 准备 搞 一 个 garage sale ， 请 大家 多多 关注 。,This post has been updated. A garage sale is about to take place.,本 帖 由 更新 ， 毕业 甩卖 ， 准备 搞 一 个 车库 拍卖 ， 请 大家 多多 关注 。,13,garage,车库,个,a,a garage,个 车库,compound garage sale,obj 搞 车库,41.44716963998450,12.0198665,NN,NN,2,6,20,5.022952,5.9820576,4.0047746,4.0667686,请,,14,compound:nn,2.357215 6.708839 3.820034 5.642948 0.9241794 3.499553 9.289967 1.352999 3.601194 4.074116 0.5049582 5.742998 5.022952 2.154926 1.157639 3.682265 2.103462 1.634527 3.195459 0.6150455,3.3542638050000000,9.614349875751650,9.373187818934760,6,1,0,0,5.742998,5.022952
code-switch,PSU,984,PSU_2444,如果 有 兴趣 ， 请 留言 ， 我 分别 告诉 大家 garage sale 的 地址 。,"If you're interested, leave a comment and I'll tell you where each garage sale is located.",如果 有 兴趣 ， 请 留言 ， 我 分别 告诉 大家 车库 拍卖 的 地址 。,12,garage,车库,大家,everyone,everyone garage,大家 车库,compound garage sale,nsubj 车库 拍卖,41.44716963998450,12.0198665,NN,NN,2,6,16,6.199104,5.622663,5.436972,4.0667686,的,,13,compound:nn,2.949325 1.728947 3.90522 0.9000635 3.865889 3.301296 2.025375 3.165119 5.61245 5.214101 1.920757 6.199104 2.154926 1.566117 4.227237 0.7978393,3.0958603625000000,9.614349875751650,9.373187818934760,6,1,0,0,1.920757,6.199104
code-switch,PSU,989,PSU_4015,学校 计算机 lab 同款 。,The same style as school computer lab.,学校 计算机 实验室 同款 。,3,lab,实验室,计算机,The computer,The computer lab,计算机 实验室,nmod style lab,compound 实验 室,44.01808763179380,12.1084089,NN,NNP,3,3,5,0.1383027,3.0020037,7.3942246,3.2877321,同款,,4,nsubj,3.23301 4.241335 0.1383027 10.51329 1.427697,3.91072694,12.012245148550000,10.625950787430100,3,1,0,0,4.241335,0.1383027
code-switch,PSU,992,PSU_7547,本人 为 at&t family plan 的 holder ， 邀请 新 成员 加入 。,"I am the holder of AT&T Family Plan, and I invite new members to join.",本人 为 at&t 家庭 套餐 的 持有 至 ， 邀请 新 成员 加入 。,4,family,家庭,为,for,for family,为 家庭,compound family plan,nmod 家庭 套餐,35.365730573433300,8.226863,NN,NN,2,6,14,3.960525,3.4199555,3.4552853,2.8976455,的,,5,compound:nn,5.073573 2.348979 10.51329 3.960525 4.841461 1.273446 5.213586 3.253599 2.365576 3.970035 3.758053 3.246391 1.20188 0.8394209,3.704272492857140,9.239656426310240,9.815020571213800,6,1,0,0,10.51329,3.960525
code-switch,PSU,995,PSU_4670,房间 是 三 楼 ， 最 大 的 那 间 ～～～一 人 住 或 couple 住 都 相当 合适 ！,"The room is on the third floor, the largest one ~ ~ ~ one person or couple living is quite suitable!",房间 是 三 楼 ， 最 大 的 那 间 ～～～一 人 住 或 情侣 住 都 相当 合适 ！,15,couple,情侣,或,or,or couple,或 情侣,compound couple living,nsubj 情侣 住,41.24197479182990,10.0214087,NN,NN,2,6,20,4.40308,5.374623,5.094028,4.2356033,住,,19,nsubj,5.415995 2.180871 3.045934 3.336401 0.9360235 3.460004 3.291772 1.5512 3.876888 5.489377 10.51329 2.464393 4.264082 3.355581 4.40308 5.222236 3.190414 2.891259 3.556699 3.673941,3.8059720250000000,9.614349875751650,10.913632859881900,6,4,0,0,3.355581,4.40308
code-switch,PSU,996,PSU_6511,lease 是 到 明年 八月 的,The lease is in place until next August,租金 是 到 明年 八月 的,1,lease,租金,<s>,<s>,<s> lease,<s> 租金,nsubj lease place,nsubj 租金 是,38.294004937140900,11.2462142,NN,NN,2,5,6,7.042348,4.609147,4.2997737,4.802618,是,,5,nsubj,7.042348 1.974358 3.76831 4.350193 3.570725 1.868106,3.76234,7.34880605443795,9.304194947447810,5,4,0,,,7.042348
code-switch,PSU,999,PSU_8160,驾照 permit 已经 拿到 了 ， 求 老 司机 带 一下 ， 自己 没有 车 。,"Driver permit has been obtained, I beg the old driver to take it, I don't have a car.",驾照 许可证 已经 拿到 了 ， 求 老 司机 带 一下 ， 自己 没有 车 。,2,permit,许可证,驾照,A driver's license,A driver's license permit,驾照 许可证,nsubj:pass permit obtained,flat:name 许 可证,44.8984217423894,10.3111284,NN,VB,3,6,16,5.506336,4.2974625,5.300188,4.342528,已经,,4,nsubj,7.042348 5.506336 3.020562 3.662825 0.3679768 2.555769 4.727423 4.30505 3.139192 0.5849295 5.907662 0.6656599 2.659281 2.299943 4.201181 1.167409,3.2383467000000000,9.121873390653850,,6,2,0,0,7.042348,5.506336
code-switch,PSU,1004,PSU_7719,因 搬家 变成 full size 床 不 能 再 用 。,The bed can no longer be used due to the move being full size.,因 搬家 变成 全 尺寸 床 不 能 再 用 。,4,full,全,变成,become,become full,变成 全,amod full size,det 全 尺寸,34.511768507725000,8.50285884,DT,JJ,1,4,11,3.071047,1.8012383,3.8125348,2.5750613,床,,5,det,3.052509 4.735093 4.922558 3.071047 4.434731 5.731283 2.861672 2.678347 2.883623 2.158171 1.391986,3.447365454545460,7.83785787865438,7.917900586327920,4,1,0,0,4.922558,3.071047
code-switch,PSU,1014,PSU_7482,但是 不 是 独立 卫生间 ， 要 share 。,"But it's not a private bathroom, it's a share.",但是 不 是 独立 卫生间 ， 要 公共 的 。,8,share,公共,要,to,to share,要 公共,parataxis bathroom share,ccomp 是 公共 的,35.83676799432040,9.48778941,JJ,NN,2,5,10,4.911763,1.8965694,7.70976,6.1300416,,,7,dobj,3.145239 2.990385 2.507822 2.635204 3.75245 1.063136 3.266532 4.911763 1.943345 2.209681,2.8425557000000000,7.7081800553458500,10.066334999494700,5,1,0,0,3.266532,4.911763
code-switch,PSU,1018,PSU_2361,有 人 要 加入 family plan 吗 ？,Does anyone want to join the Family Plan?,有 人 要 加入 家庭 套餐 吗 ？,5,family,家庭,加入,join,join family,加入 家庭,compound family plan,nmod 家庭 套餐,35.365730573433300,8.226863,NN,NN,2,6,8,5.352758,3.4199555,2.5982127,2.8976455,吗,,6,compound:nn,2.715695 3.533183 3.185113 2.929723 5.352758 4.841461 5.186032 0.1054398,3.4811756000000000,9.239656426310240,9.815020571213800,6,1,0,0,2.929723,5.352758
code-switch,PSU,1019,PSU_3668,需要 注意 的 是 ， 要 与 房东 签 lease ， 一般 是 一 年 一 签 。,"It should be noted that the lease should be signed with the landlord, usually once a year.",需要 注意 的 是 ， 要 与 房东 签 租金 ， 一般 是 一 年 一 签 。,10,lease,租金,签,sign,sign lease,签 租金,nsubj:pass lease signed,nsubj 租金 签 ,38.294004937140900,11.2462142,NN,NN,2,5,18,6.085593,4.609147,4.225169,4.233201,一般,,9,dobj,3.98786 0.2618034 0.1103343 0.1257415 0.6696473 2.750368 2.097507 5.009791 4.986241 6.085593 0.890378 3.065515 1.396917 2.100214 2.93083 2.242553 3.061157 1.936322,2.4282651388888900,7.34880605443795,9.304194947447810,5,1,0,0,4.986241,6.085593
code-switch,PSU,1024,PSU_2139,hello ， 房子 还 有 吗,"Hello, is it still available",你 好 ， 房子 还 有 吗,1,hello,你,<s>,<s>,<s> hello,<s> 你,discourse hello available,nsubj 你 好,34.05114801368510,12.9692155,PN,UH,1,5,7,3.991114,2.993422,8.248479,3.2787447,房子,,2,nsubj,3.991114 3.577481 1.413318 5.344311 2.535487 2.386317 5.783107,3.5758764285714300,9.179031804493800,7.021812561771280,5,1,0,,,3.991114
code-switch,PSU,1035,PSU_3676,说话 这么 mean,Talking so mean,说话 这么 刻薄,3,mean,刻薄,这么,so,so mean,这么 刻薄,parataxis talking mean,root 刻薄,44.41314681874090,8.79743757,VA,VB,2,4,3,3.537532,6.4691906,3.8864074,3.8410966,,,0,root,5.291057 5.512558 3.537532,4.780382333333330,10.913632859881900,,4,0,1,0,5.512558,3.537532
code-switch,PSU,1036,PSU_8076,至于 你 说 我 mean ， 我 只 能 说 你 太 贪心 。,"As for you saying I mean, I can only say that you are too greedy.",至于 你 说 我 刻薄 ， 我 只 能 说 你 太 贪心 。,5,mean,刻薄,我,I,I mean,我 刻薄,ccomp saying mean,ccomp 说 刻薄,44.41314681874090,8.79743757,VV,VB,2,4,14,4.957821,2.7225385,7.130084,3.682762,我,,3,ccomp,3.427139 2.840551 2.607719 1.470639 4.957821 0.328867 3.107044 2.413799 3.697056 2.53319 3.041375 3.296744 3.962462 1.525945,2.800739357142860,10.913632859881900,,4,2,0,0,1.470639,4.957821
code-switch,PSU,1039,PSU_2427,请 问 lease 从 什么 时候 开始,When does lease start,请 问 租金 从 什么 时候 开始,3,lease,租金,问,ask,ask lease,问 租金,root lease,obj 问 租金,38.294004937140900,11.2462142,NN,NN,2,5,7,5.605388,5.246228,5.916267,5.2661543,从,,2,dobj,4.366777 4.6344 5.605388 2.659361 4.060452 0.3756636 1.076588,3.2540899428571400,7.34880605443795,9.304194947447810,5,1,0,0,4.6344,5.605388
code-switch,PSU,1040,PSU_3502,phd 新生 ， 男 ， 有意 lease 请 问 房租 如何 ？,"PhD freshman, male, interested in lease How about the rent?",研究生 新生 ， 男 ， 有意 租金 请 问 房租 如何 ？,7,lease,租金,有意,intentionally,intentionally lease,有意 租金,obl interested lease,nsubj 租金 问,38.294004937140900,11.2462142,NN,NN,2,5,12,5.739749,4.609147,6.2399807,5.4244347,新生,,9,dobj,5.001022 3.605012 1.488493 4.211609 0.2205758 5.126626 5.739749 4.713616 4.17128 6.359638 4.745154 1.817693,3.933372316666670,7.34880605443795,9.304194947447810,5,2,0,0,5.126626,5.739749
code-switch,PSU,1045,PSU_4600,can you send me pictures of 厨具 （ 全新 的 ） ?,Can you send me pictures of the kitchenware?,你 能 发给 我 照片 厨具 （ 全新 的 ） ？,1,can,你,<s>,<s>,<s> can,<s> 你,aux can send,nsubj 你 发给,34.05114801368510,6.37274446,PN,MD,1,3,11,3.991114,2.993422,4.4064207,1.2200798,厨具,,3,nsubj,3.991114 2.62881 5.526397 2.945022 5.010612 7.119391 2.59014 5.458779 0.4027029 3.493533 3.656941,3.8930401727272700,11.319097967990100,7.021812561771280,3,2,0,,,3.991114
code-switch,PSU,1051,PSU_4736,这 是 floor plan 。,This is the floor plan.,这 是 平面图 。,3,floor,平面图,是,is,is floor,是 平面图,compound floor plan,root 平面图,41.24218328261800,9.49312005,NN,NN,3,5,4,5.513812,8.842573,4.5926743,3.691562,,,0,root,2.328403 0.8585079 5.513812 0.7207134,2.3553590750000000,8.834191318202070,12.012245148550000,5,0,1,0,0.8585079,5.513812
code-switch,PSU,1054,PSU_5,如有 需要 请 尽快 email 我 ， 谢谢 ！,Please email me as soon as possible if necessary. Thank you!,如有 需要 请 尽快 电子 邮件 我 ， 谢谢 ！,5,email,电子,尽快,As soon as possible,As soon as possible email,尽快 电子,root email,nmod 电子 邮件,35.90769709532250,12.6437008,NN,NN,2,5,10,4.504417,3.3498974,5.3676314,6.1919107,我,,6,dep,5.012303 1.301372 4.557635 3.44806 4.504417 4.005394 4.015206 1.692693 3.244267 1.941651,3.3722998000000000,7.630218513876140,10.220485679322000,5,1,0,0,3.44806,4.504417
code-switch,PSU,1058,PSU_7722,hello 请 问 房间 还 有 吗,"Hello, is there any room available",你 好 请问 房间 还 有 吗,1,hello,你,<s>,<s>,<s> hello,<s> 你,discourse hello is,nsubj 你 有,34.05114801368510,12.9692155,PN,UH,1,5,7,3.991114,2.993422,8.248479,3.2787447,请,,2,nsubj,3.991114 3.577481 7.176757 5.129863 3.645263 2.339693 5.783107,4.520468285714290,9.179031804493800,7.021812561771280,5,1,0,,,3.991114
code-switch,PSU,1061,PSU_1056,大家 都 在 哪里 做 的 car inspection ？,Where did everyone do the CAR Inspection?,大家 都 在 哪里 做 的 汽车 检查 ？,7,car,汽车,的,the,the car,的 汽车,compound car inspection,obj 在 汽车,35.91399110533930,9.39725087,NN,NN,2,3,9,4.121373,3.931867,3.6384072,3.2493038,,,8,compound:nn,4.683601 0.908485 1.499687 3.658632 3.893951 0.963562 4.121373 4.818973 4.330961,3.2088027777777800,10.402807236115900,10.402807236115900,3,1,0,0,0.963562,4.121373
code-switch,PSU,1064,PSU_7938,可以 email 联系 吗 ?,Can I contact you by email?,可以 电子 邮件 联系 吗 ？,2,email,电子,可以,can,can email,可以 电子,obl contact email,nmod 电子 邮件,35.90769709532250,12.6437008,NN,NN,2,5,6,4.336275,3.3498974,7.667964,3.6750517,联系,,3,compound:nn,3.535944 4.336275 5.04485 3.218899 5.526707 0.1054398,3.6280191333333300,7.630218513876140,10.220485679322000,5,1,0,0,3.535944,4.336275
code-switch,PSU,1071,PSU_3770,最近 两 三 天 有 人 去 纽约 jfk 机场 吗 ？,Has anyone been to JFK airport in New York in the last two or three days?,最近 两 三 天 有 人 去 纽约 肯尼迪 机场 吗 ？,9,jfk,肯尼迪,纽约,"New York,","New York, jfk",纽约 肯尼迪,compound jfk airport,nmod 肯尼迪 机场,39.84227877868430,13.9393889,NR,NNP,3,3,12,2.743838,4.523362,7.9461055,8.916941,机场,,10,dep,3.68954 2.930384 4.945513 2.134477 3.081685 3.237546 3.055362 3.042916 2.743838 5.392975 5.631822 0.1054398,3.332624816666670,9.121873390653850,12.012245148550000,3,1,0,0,3.042916,2.743838
code-switch,PSU,1072,PSU_5709,部分 物品 已 出 ， 请 看 更新 的 list ， 谢谢 ！,"Some items have been shipped, please check the updated list, thank you!",部分 物品 已 出 ， 请 看 更新 的 列表 ， 谢谢 ！,10,list,列表,的,the,the list,的 列表,obj check list,appos 更新 的 列表,38.99893086871040,9.33571536,NN,NN,2,4,13,3.981673,4.8120995,7.2439094,4.291657,谢谢,,7,dobj,3.588195 3.982265 3.12968 3.479341 0.9797242 3.618542 2.133425 5.031386 1.081787 3.981673 0.8088859 5.734635 1.941651,3.0377838538461500,10.625950787430100,10.913632859881900,4,3,0,0,1.081787,3.981673
code-switch,PSU,1078,PSU_1995,非常 适合 couple 使用 。,Very suitable for use with Couple.,非常 适合 情侣 使用 。,3,couple,情侣,适合,Suitable for,Suitable for couple,适合 情侣,nmod use couple,nsubj 情侣 使用,41.24197479182990,10.0214087,NN,NN,2,6,5,5.655212,5.374623,7.9361362,3.15263,使用,,4,compound:nn,4.495176 5.640717 5.655212 3.653726 1.051376,4.0992414000000000,9.614349875751650,10.913632859881900,6,1,0,0,5.640717,5.655212
code-switch,PSU,1082,PSU_1307,本人 huck institute of life science 的 学生 ， 专业 是 biotechnology 。,"I am a student of Huck Institute of Life Science, majoring in Biotechnology.",本人 哈 克 生命 科学 研究所 的 学生 ， 专业 是 生物 技术 。,12,biotechnology,生物,是,is,is biotechnology,是 生物,nmod majoring biotechnology,nmod 生物 技术,36.31023136588650,13.7466498,NN,NN,2,13,14,3.964624,3.1710622,7.985734,6.9545164,的,,13,compound:nn,5.073573 5.108172 4.711394 4.902615 4.762769 2.272663 1.210853 2.102091 0.831223 4.671854 1.179695 3.964624 4.525819 1.134614,3.3179970714285700,12.012245148550000,12.012245148550000,13,1,0,0,1.179695,3.964624
code-switch,PSU,1089,PSU_4936,两 层 house 上下 各 有 一 间 卫生间 。,There is a bathroom above and below the house on two floors.,两 层 房子 上下 各 有 一 间 卫生间 。,3,house,房子,层,layer,layer house,层 房子,conj bathroom house,nmod 房子 上下,37.40390285781070,8.30273283,NN,NNP,2,5,10,4.496676,4.729782,3.1719031,5.0943947,上下,,6,advmod:loc,3.065489 2.758134 4.496676 5.415508 1.846854 0.4458636 0.6812197 1.950796 4.8965 0.8703222,2.6427362500000000,6.694125154705800,7.084991463392810,5,3,0,0,2.758134,4.496676
code-switch,PSU,1093,PSU_3182,可以 一起 租车 ， 换 着 开 ， share 费用 。,"You can rent a car together, switch and share the cost.",可以 一起 租车 ， 换 着 开 ， 公共 的 费用 。,9,share,公共,，,.,. share,， 公共,conj switch share,amod 公共 的 费用,35.83676799432040,9.48778941,JJ,NN,2,5,12,4.682935,2.0958445,4.115651,4.319689,费用,,11,amod,3.535944 3.75962 6.490747 1.141828 4.842945 4.350837 4.451443 1.529454 4.682935 2.181611 3.907357 0.5908583,3.455464941666670,7.7081800553458500,10.066334999494700,5,2,0,1,4.451443,4.682935
code-switch,PSU,1096,PSU_7378,prefer 短信 先 。,Prefer text messages first.,比较 喜欢 短信 先 。,1,prefer,比较,<s>,<s>,<s> prefer,<s> 比较,root prefer,advmod 比较 喜欢,34.683706060306700,10.7546815,AD,VB,2,6,5,4.141838,2.893128,6.2193484,4.1903696,短信,,2,advmod,4.141838 2.530233 5.693947 4.506256 2.21097,3.8166488000000000,9.527338498762020,8.456897087060600,6,1,0,,,4.141838
code-switch,PSU,1097,PSU_649,亲 ， 租金 和 utilities 怎么 算 的 呢 ？,How about rent and utilities?,亲 ， 租金 和 设备 怎么 算 的 呢 ？,5,utilities,设备,和,and,and utilities,和 设备,conj rent utilities,conj 租金 设备,35.399872494264500,12.0610856,NN,NNS,2,9,10,3.552491,5.1086383,7.8262377,4.7867785,怎么,,7,nsubj,4.175446 1.965975 5.340974 1.767723 3.552491 5.901578 3.823725 1.813812 4.990427 0.08682644,3.3418977440000000,8.876750932620870,10.625950787430100,9,2,0,0,1.767723,3.552491
code-switch,PSU,1098,PSU_2412,租车 费用 share 。,Rent a car share.,租车 费用 公共 的 。,3,share,公共,费用,cost,cost share,费用 公共,obj rent share,root 公共,35.83676799432040,9.48778941,JJ,NN,2,5,5,5.076964,6.648964,7.8159485,4.313882,,,1,dobj,6.100998 3.305772 5.076964 1.943345 2.209681,3.7273520000000000,7.7081800553458500,10.066334999494700,5,2,0,0,3.305772,5.076964
code-switch,PSU,1099,PSU_5772,二 楼 的 是 full bathroom ， 空间 比较 大 ， 一应俱全 。,On the second floor is the full bathroom. It has a large space and everything is available.,二 楼 的 是 完整 浴室 ， 空间 比较 大 ， 一应俱全 。,5,full,完整,是,is,is full,是 完整,amod full bathroom,amod 完整 浴室,36.35661962183300,8.50285884,JJ,JJ,2,4,13,4.1294,2.564381,3.649146,2.5750613,空间,,6,amod,3.222314 1.591621 1.001675 2.380476 4.1294 6.515268 0.9130863 4.594159 3.54528 0.4977793 0.5605658 6.588534 0.3216881,2.7586035769230800,7.83785787865438,10.625950787430100,4,1,0,0,2.380476,4.1294
code-switch,PSU,1100,PSU_2942,周围 邻居 很 安静 ， 没有 part 。,"The neighborhood is very quiet, there is no part.",周围 邻居 很 安静 ， 没有 部分 。,7,part,部分,没有,There is no,There is no part,没有 部分,nsubj is part,obj 没有 部分,34.5386368287032,7.68114602,NN,NN,2,4,8,4.530268,4.4959226,7.757576,4.925376,,,6,dobj,5.114965 3.498111 3.705775 3.258603 0.30103 2.128207 4.530268 1.352254,2.9861516250000000,12.012245148550000,9.93280360687018,4,1,0,0,2.128207,4.530268
code-switch,PSU,1101,PSU_4128,车况 ： 良好 ， 无 事故 记录 ， clean title ；,"Car condition: good, no accident record, clean title;",车况 ： 良好 ， 无 事故 记录 ， 干净 的 头衔 ；,9,clean,干净,，,.,. clean,， 干净,amod clean title,amod 干净 头衔,39.00347142963830,10.1626241,VA,JJ,2,5,12,6.066429,4.291841,4.3942523,3.7169607,,,11,amod,6.636354 2.815607 5.109433 0.9588417 3.216484 4.956104 4.416825 0.8662001 6.066429 0.5325662 3.922933 2.581507,3.5066070000000000,8.9212026951917,8.228055514631760,5,2,0,1,4.416825,6.066429
code-switch,PSU,1103,PSU_3772,hello ， 房间 已 出租 了 吗 ？,"Hello, has the room been rented out?",你 好 ， 房间 已 出租 了 吗 ？,1,hello,你,<s>,<s>,<s> hello,<s> 你,discourse hello rented,nsubj 你 好,34.05114801368510,12.9692155,PN,UH,1,5,9,3.991114,2.993422,8.248479,3.2787447,房间,,2,nsubj,3.991114 3.577481 1.413318 5.178204 3.84674 4.015345 2.789317 3.607594 0.1249387,3.1715613,9.179031804493800,7.021812561771280,5,1,0,,,3.991114
