Unnamed: 0,university,sent_id,original_sentence,translation,eng_translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,preceding_prob,Unnamed: 14,preceding_trans.1,first_cs_word_form.1,Unnamed: 17,cs_word_annotated
603.0,PSU,82.0,同 summer 新生 。,同 暑期 学生 。,Same as summer students.,2.0,summer,暑期,新生,同,new,with,0.000122413764399531,,with,summer,with summer,compound
604.0,PSU,85.0,我 自己 有 tv mount （ 电视 挂 墙 上 的 架子 ） 。,我 已 有 电视 挂 墙 上 的 架子 。,I've got a TV on the shelf on the wall.,2.0,tv,已,有,我,There are,I,1.2731031497551199e-05,,I,tv,I tv,obj
605.0,PSU,92.0,还有 其他 几 张 信用卡 后面 再加 ， 各 个 信用卡 都 有 不同 的 福利 ， 比如 租车 保险 ， purchase cash back 等等 ， 感兴趣 的 请 自行 google 。,还有 其他 几 张 信用卡 后面 再加 ， 各 个 信用卡 都 有 不同 的 福利 ， 比如 租车 保险 ， 购买 现金 等等 ， 感兴趣 的 请 自行 谷歌 。,"There are several other credit cards behind the plus, each credit card has different benefits, such as car insurance, cash purchase, etc., interested please feel free to Google.",22.0,purchase,购买,租车,，,Car rental,.,5.87586069117749e-06,,.,purchase,. purchase,conj
606.0,PSU,99.0,公寓 在 二楼 ， college court 比较 靠 里 的 building ， 很 安静 。,公寓 在 二楼 ， 大学 场 比较 靠 里 的 楼 ， 很 安静 。,"The apartment is on the second floor, which is a quiet building near the campus.",11.0,building,楼,安静,的,quiet,the,0.000288774216229111,,the,building,the building,acl:relcl
607.0,PSU,106.0,提供 费城 单程 或 往返 ride .,提供 费城 单程 或 往返 搭车 。,Single or round trip rides to Philadelphia are available.,6.0,ride,搭车,往返,往返,Back and forth,Back and forth,4.15196180195142e-05,,Back and forth,ride,Back and forth ride,NA
608.0,PSU,108.0,可以 给 1-2 个 人 提供 ride 。,可以 给 1-2 个 人 提供 搭车 。,You can offer a ride to 1-2 people.,7.0,ride,搭车,提供,提供,provide,provide,2.2524132649513698e-05,,provide,ride,provide ride,obj
609.0,PSU,110.0,欢迎 男生 （ master or phd ） 咨询,欢迎 男生 （ 硕士 或 博士生 ） 咨询,Male students (master or doctoral) are welcome to consult,4.0,master,硕士,phd,（,博士学位,(,2.7420683225495e-05,,(,master,( master,nsubj
610.0,PSU,111.0,至少 需要 两 间 卧室 （ 一 男 一 女 都 是 phd ） ， 或者 整 套 房子 。,至少 需要 两 间 卧室 （ 一 男 一 女 都 是 博士生 ） ， 或者 整 套 房子 。,"You need at least two bedrooms (a man and a woman are PhD students), or the whole house.",13.0,phd,博士生,需要,是,Need to be,is,6.365515748775621e-05,,is,phd,is phd,compound
611.0,PSU,114.0,现在 已经 有 两 个 phd ， 一 男 一 女 ( 不 是 couple ) 。,现在 已经 有 两 个 博士生 ， 一 男 一 女 （ 不 是 情侣 ） 。,"There are now two PhD students, a man and a woman (not a couple).",6.0,phd,博士生,有,个,There are,a,0.000342231348391513,,a,phd,a phd,compound
612.0,PSU,119.0,jfk 不 去 了 ， 离 自己 的 目的地 太 远 。,肯尼迪 机场 不 去 了 ， 离 自己 的 目的地 太 远 。,"No Kennedy Airport, too far from their destination.",1.0,jfk,肯尼迪,不,</s>,Don't,</s>,0.0,,</s>,jfk,</s> jfk,NA
613.0,PSU,121.0,无 事故 记录 （ clean title ， 可 提供 vin 报告 ） ！,无 事故 记录 （ 无 拖车 记录 ， 可 提供 车辆 识别码 报告 ） ！,"No accident record (no trailer record, vehicle identification code report can be provided)!",6.0,clean,拖车,，,clean,.,清洁,2.44827528799062e-05,,清洁,clean,清洁 clean,NA
614.0,PSU,122.0,hello ， 房东 微 信 一直 加 不 上 ， 有 什么 别的 联系 方式 吗 ？,你 好 ， 房东 微 信 一直 加 不 上 ， 有 什么 别的 联系 方式 吗 ？,"Hello, the landlord has been unable to add on WeChat. Do you have any other contact information?",1.0,hello,你,，,</s>,.,</s>,0.0,,</s>,hello,</s> hello,discourse
615.0,PSU,123.0,直接 与 office 签约 。,直接 与 物业 办公室 签约 。,Sign directly with the property office.,3.0,office,物业,签约,与,signing,with,3.78050394117536e-05,,with,office,with office,obl
616.0,PSU,134.0,最好 可以 签 lease 。,最好 可以 签 租房 合同 。,It is best to sign a rental contract.,4.0,lease,租房,。,签,.,sign,2.350344276471e-05,,sign,lease,sign lease,det
617.0,PSU,149.0,超 好 的 house,超 好 的 房子,It's a great house,4.0,house,房子,房子,的,house,the,0.000238552613406657,,the,house,the house,root
618.0,PSU,150.0,【 update 】 房间 还在,【 更新 】 房间 还在,[update] The room is still there,2.0,update,更新,还在,【,Also in the,【,3.72137843774575e-05,,【,update,【 update,root
619.0,PSU,153.0,我 有 个 apartment 在 downtown ， 感兴趣 联系 我 哦 pn-3,我 有 个 住房 在 市中心 ， 感兴趣 联系 我 哦 pn-3,"I have an apartment in the downtown area. If you are interested, please contact me at PN-3",4.0,apartment,住房,联系,个,contact,a,6.65930878333449e-05,,a,apartment,a apartment,obj
620.0,PSU,154.0,mid march 起 ， 一 年 。,三月 中旬 起 ， 一 年 。,A year from the middle of March.,1.0,mid,三月,march,</s>,三月,</s>,0.0,,</s>,mid,</s> mid,NA
621.0,PSU,155.0,申请 费 $35 / 人 ， 需要 和 office 签约 。,申请 费 $35 / 人 ， 需要 和 物业 办公室 签约 。,"The application fee is $35 / person, and you need to sign with the property office.",9.0,office,物业,签约,和,signing,and,3.03863626004649e-05,,and,office,and office,obl
622.0,PSU,158.0,也可以 直接 咨询 park forest apartment office 。,也可以 直接 咨询 帕克 森林 小区 的 办公室 。,You can also consult the Park Forest Community office directly.,4.0,park,帕克,apartment,咨询,公寓,consulting,5.09241259902049e-05,,consulting,park,consulting park,compound
623.0,PSU,162.0,已 email 联系 ， 盼 回复,已 邮件 联系 ， 盼 回复,I have contacted you by email and look forward to your reply,2.0,email,邮件,联系,已,contact,has,0.00016452409935296998,,has,email,has email,nsubj
624.0,PSU,166.0,之前 无法 登陆 bbs 自行车 已 出,之前 无法 登陆 美国 二手 网站 自行车 已 出,Previously unable to log in the United States second-hand website bike has been out,4.0,bbs,美国,已,登陆,has,landing,6.2278134147101e-05,,landing,bbs,landing bbs,NA
625.0,PSU,170.0,field ， 闲暇 时 可以 在 草坪 上 玩耍 。,牧场 ， 闲暇 时 可以 在 草坪 上 玩耍 。,"Pasture, leisure time can play on the lawn.",1.0,field,牧场,玩耍,</s>,play,</s>,0.0,,</s>,field,</s> field,NA
626.0,PSU,172.0,直接 和 office 签 lease,直接 和 官方 办公室 签 租房 合同,Sign a rental contract directly with the official office,3.0,office,官方,签,和,sign,and,3.03863626004649e-05,,and,office,and office,obl
627.0,PSU,173.0,你 好 ， 想 问 一下 是 需要 share 卫生间 的 吗 ？,你 好 ， 想 问 一下 是 需要 共用 卫生间 的 吗 ？,"Hello, do you need a shared bathroom?",9.0,share,共用,卫生间,需要,toilet,Need to be,0.000124543341082697,,Need to be,share,Need to be share,det
628.0,PSU,175.0,deposit 是 一 个 月 房租 。,押金 是 一 个 月 房租 。,The deposit is one month's rent.,1.0,deposit,押金,房租,</s>,The rent,</s>,0.0,,</s>,deposit,</s> deposit,nsubj
629.0,PSU,178.0,和 microwave ， 拎包 入住 。,和 微波炉 ， 拎包 入住 。,"And microwave oven, bag check in.",2.0,microwave,微波炉,拎包,和,The bag,and,4.89655057598124e-06,,and,microwave,and microwave,compound
630.0,PSU,179.0,打算 近期 去 lancaster 一 趟 ， 当天 往返 ， 提供 ride 。,打算 近期 去兰 卡斯特 一 趟 ， 当天 往返 ， 提供 搭车 。,"I'm planning to make a trip to Lancaster soon, day trip, hitchhike provided.",12.0,ride,搭车,提供,提供,provide,provide,2.2524132649513698e-05,,provide,ride,provide ride,NA
631.0,PSU,182.0,部分 家具 可 赠送 （ 床 为 full size ， 1 .,部分 家具 可 赠送 （ 床 为 一 米 五 宽 ， 1 。,"Some furniture is complimentary (bed is 1.5 meters wide, 1.",8.0,full,一,为,为,for,for,7.01729763867934e-05,,for,full,for full,NA
632.0,PSU,183.0,淡定 ， 面试 老师 很 nice 的 ， 后面 会 出 一 个 测评 报告 ， pass ， pass 但 建议 参加 课程 ， 不 pass 。,淡定 ， 面试 老师 很 好 的 ， 后面 会 出 一 个 测评 报告 ， 通过 ， 通过 但 建议 参加 课程 ， 不 通过 。,"Calm down, the interview teacher is very good, the back will give an assessment report, pass, pass but suggest to attend the course, do not pass.",6.0,nice,好,淡定,很,detachment,very,0.000264690312334569,,very,nice,very nice,NA
633.0,PSU,188.0,你 好 ， 请 问 床 queen 还 有 吗 ？,你 好 ， 请 问 床 一 米 九 款 还 有 吗 ？,"Hello, please ask if you still have one meter nine style bed?",7.0,queen,一,有,床,There are,The bed,0.000186764614331071,,The bed,queen,The bed queen,NA
634.0,PSU,190.0,亲 ， 可以 看一下 full size 的 床 吗 ？,亲 ， 可以 看一下 一 米 五 宽 的 床 吗 ？,"Dear, may I have a look at a bed one and a half meters wide?",5.0,full,一,的,看一下,the,Look at the,0.00014528247063218602,,Look at the,full,Look at the full,NA
635.0,PSU,193.0,小区 内 经常 有 活动 ， 免费 零食 饮料 party 等等 。,小区 内 经常 有 活动 ， 免费 零食 饮料 派对 等等 。,"There are often activities in the community, free snacks and drinks parties and so on.",10.0,party,派对,免费,饮料,free,drinks,9.89103216348211e-05,,drinks,party,drinks party,NA
636.0,PSU,198.0,海尔 洗衣机 portable 1 .,海尔 洗衣机 便携式 1 。,Haier washing machine portable 1.,3.0,portable,便携式,1,洗衣机,一,The washing machine,0.0661650608061781,,The washing machine,portable,The washing machine portable,amod
637.0,PSU,202.0,如果 恰好 你 能 提供 ride ， 请 联系 微 信 ： sinchy-tan,如果 恰好 你 能 提供 搭车 ， 请 联系 微 信 ： sinchy-tan,"If you happen to be able to offer a ride, please contact WeChat: sinchy-tan",6.0,ride,搭车,联系,提供,contact,provide,2.2524132649513698e-05,,provide,ride,provide ride,obj
638.0,PSU,205.0,开车 可以 shift 。,开车 可以 轮流 。,You can take turns driving.,3.0,shift,轮流,可以,可以,can,can,1.1751721382355e-05,,can,shift,can shift,NA
639.0,PSU,208.0,请 问 一下 summer 还 在 村里 教 开车 吗 ？,请 问 一下 暑期 还 在 村里 教 开车 吗 ？,Do you still teach driving in the village during the summer vacation?,4.0,summer,暑期,开车,一下,Driving a car,the,0.0005398822303413809,,the,summer,the summer,compound
640.0,PSU,210.0,耐心 ： 反正 我 是 很 happy 。,耐心 ： 反正 我 是 很 开心 。,Patience: I am happy anyway.,7.0,happy,开心,耐心,很,"Patience,",very,4.07215865130106e-05,,very,happy,very happy,parataxis
641.0,PSU,214.0,感谢 alex ， 人 很 nice ， 教 的 也 很 棒,感谢 艾利克斯 ， 人 很 好 ， 教 的 也 很 棒,"Thanks to Alex, very nice person and great teaching",6.0,nice,好,好,很,good,very,0.000264690312334569,,very,nice,very nice,amod
642.0,PSU,219.0,师父 有 句 经典 名言 是 教 我们 how to drive ， 而 不 只是 how to take the test 。,师父 有 句 经典 名言 是 教 我们 怎么 开车 ， 而 不 只是 怎么 开始 。,"One of Master's famous sayings is to teach us how to drive, not just how to start.",9.0,how,怎么,to,我们,来,we,0.000770717060659448,,we,how,we how,mark
643.0,PSU,223.0,如果 想 更 顺利 地 拿 驾照 ， 更 安全 驾驶 ， 多 了解 些 汽车 的 知识 ， don't hesitate to contact alex !,如果 想 更 顺利 地 拿 驾照 ， 更 安全 驾驶 ， 多 了解 些 汽车 的 知识 ， 别 犹豫 去 联系 艾利克斯,"If you want to get your license more smoothly, drive more safely, and learn more about cars, don't hesitate to contact Alex",20.0,hesitate,别,hesitate,，,犹豫,.,2.93793034558875e-06,,.,hesitate,. hesitate,conj
644.0,PSU,229.0,有 需要 ride 的 同学 可以 联系 我 ！,有 需要 搭车 的 同学 可以 联系 我 ！,"If you need a ride, please contact me!",3.0,ride,搭车,同学,需要,classmate,Need to be,0.000124543341082697,,Need to be,ride,Need to be ride,obj
645.0,PSU,230.0,ride 大部分 时间 都 有 ！,顺风 车 大部分 时间 都 有 ！,Hitch rides are available most of the time!,1.0,ride,顺风,大部分,</s>,Most of the,</s>,0.0,,</s>,ride,</s> ride,NA
646.0,PSU,235.0,请 问 找到 ride 了 吗,请 问 找到 搭车 了 吗,"Have you found a lift, please",4.0,ride,搭车,问,找到,ask,find,2.2524132649513698e-05,,find,ride,find ride,NA
647.0,PSU,236.0,可以 和 office 签 下 学年 租约 。,可以 和 小区 办公室 签 下 学年 租约 。,You can sign a lease with the community office for the school year.,3.0,office,小区,签,和,sign,and,3.03863626004649e-05,,and,office,and office,nmod
648.0,PSU,239.0,求 ride 12 .,求 搭车 。,For a lift.,2.0,ride,搭车,求,求,request,request,2.2524132649513698e-05,,request,ride,request ride,NA
649.0,PSU,241.0,一 个 check in 一 个 carry on 。,一 个 托运 一 个 随身 。,One check and one carry-on.,3.0,check,托运,托运,个,The shipping,a,2.97592476862185e-05,,a,check,a check,root
650.0,PSU,243.0,寒假 来临 ， 各位 同学 是否 需要 ride 去 机场 ？,寒假 来临 ， 各位 同学 是否 需要 搭车 去 机场 ？,Winter vacation is coming. Do you need a ride to the airport?,8.0,ride,搭车,来临,需要,coming,Need to be,0.000124543341082697,,Need to be,ride,Need to be ride,obj
651.0,PSU,245.0,两 室 友 皆 为 phd ， 安静 无 party,两 室 友 皆 为 博士生 ， 安静 无 派对,"Both rooms are doctoral students, so it's quiet and no party",6.0,phd,博士生,博士生,为,A PhD student,for,7.01729763867934e-05,,for,phd,for phd,NA
652.0,PSU,248.0,小区 环境 非常 好 ， 安静 无 party ， 隔壁 邻居 是 老 先生 和 太太 。,小区 环境 非常 好 ， 安静 无 派对 ， 隔壁 邻居 是 老 先生 和 太太 。,"The neighborhood is very nice, quiet and no party. The next door neighbors are an old man and wife.",8.0,party,派对,无,无,There is no,There is no,0.000228291549061929,,There is no,party,There is no party,conj
653.0,PSU,252.0,后来 又 买 了 state farm 的 房屋 保险 ， 也 是 随机 给 了 个 agent 。,后来 又 买 了 州 伐木 的 房屋 保险 ， 也 是 随机 给 了 个 代理 。,"Then I bought state lumbering housing insurance, which was also given to a random agent.",17.0,agent,代理,给,个,to,a,1.9586202303925e-06,,a,agent,a agent,det
654.0,PSU,253.0,但是 车 的 保险 的 agent 基本上 属于 那 种 没有 音信 的 那 种 ， 发 邮件 不 回 ， 打 电话 请 留言 的 。,但是 车 的 保险 的 代理 基本上 属于 那 种 没有 音信 的 那 种 ， 发 邮件 不 回 ， 打 电话 请 留言 的 。,"But the agent of the insurance of the car basically belongs to that kind of that that does not have a message, send mail not to answer, make a phone call please leave a message.",6.0,agent,代理,属于,的,Belong to,the,1.9586202303925e-06,,the,agent,the agent,nsubj
655.0,PSU,254.0,所以 啊 ， 觉得 不 舒服 就 换 公司 换 agent 。,所以 啊 ， 觉得 不 舒服 就 换 公司 换 代理 。,"So, if you feel uncomfortable, change company to agent.",11.0,agent,代理,换,换,in,in,1.9586202303925e-06,,in,agent,in agent,nmod
656.0,PSU,255.0,ps ： 我 上面 提到 的 agents 都 是 外国人 ， 名字 就 不 透露 了 。,顺便 一 提 ： 我 上面 提到 的 代理 都 是 外国人 ， 名字 就 不 透露 了 。,"By the way, the agents I mentioned above are all foreigners whose names will not be disclosed.",1.0,ps,顺便,我,</s>,I,</s>,0.0,,</s>,ps,</s> ps,NA
657.0,PSU,256.0,limited tort 主要 是 精神 赔偿 吧 ？,限制 侵权 主要 是 精神 赔偿 吧 ？,Limiting infringement is basically spirit compensation?,1.0,limited,限制,tort,</s>,错了,</s>,0.0,,</s>,limited,</s> limited,NA
658.0,PSU,259.0,state farm 招 agent 的 程序 和 许多 公司 不同 。,州 伐木 招 代理 程序 和 许多 公司 不同 。,The state logging agency process differs from that of many companies.,4.0,agent,代理,的,招,the,recruit,1.9586202303925e-06,,recruit,agent,recruit agent,NA
659.0,PSU,262.0,ms yang ， 我 曾经 咨询 nationwide 的 agent 跟 我 说 不 需要 full tort .,杨 小姐 ， 我 曾经 咨询 国家 范围 的 代理 跟 我 说 不 需要 完全 代理 权利 。,"Miss Yang, I once consulted a national agency and told me that I did not need full agency rights.",10.0,agent,代理,不,agent,Don't,代理,1.9586202303925e-06,,代理,agent,代理 agent,det
660.0,PSU,263.0,感觉 我 的 agent 说 的 完全 不对 。,感觉 我 的 代理 说 的 完全 不对 。,It feels like what my agent said is completely wrong.,4.0,agent,代理,说,的,said,the,1.9586202303925e-06,,the,agent,the agent,nsubj
661.0,PSU,265.0,什么 叫 defamation ？,什么 叫 诽谤 ？,What is libel?,3.0,defamation,诽谤,叫,叫,call,call,0.00284812085938951,,call,defamation,call defamation,NA
662.0,PSU,266.0,而 对于 评论 的 人 本身 而言 ， 确实 要 对 自己 的 review 负责 。,而 对于 评论 的 人 本身 而言 ， 确实 要 对 自己 的 言行 负责 。,"As for the person who comments, he should be responsible for his words and deeds.",14.0,review,言行,负责,的,To be responsible for the,the,3.76662021168406e-05,,the,review,the review,NA
663.0,PSU,268.0,什么 情况 下 才 是 defamation ， 我 来 告诉 你 ， outright lying is considered defamation 。,什么 情况 下 才 是 诽谤 ， 我 来 告诉 你 ， 完全 说谎 就是 诽谤 。,"When is libel? I'll tell you, lying completely is libel.",6.0,defamation,诽谤,诽谤,是,libel,is,0.0960297641991654,,is,defamation,is defamation,NA
664.0,PSU,269.0,关于 defamation 你 就 不要 混淆 视听 了 。,关于 诽谤 你 就 不要 混淆 视听 了 。,Don't confuse the public with the slander.,2.0,defamation,诽谤,混淆,关于,confusion,about,0.0300437568370058,,about,defamation,about defamation,NA
665.0,PSU,270.0,所以 我们 office 能 在 公司 连续 多 年 获得 legion of honor 等 荣誉 。,所以 我们 官方 办公室 能 在 公司 连续 多 年 获得 信誉 团体 等 荣誉 。,So our official office in the company for many consecutive years to win the reputation of the group and other honors.,3.0,office,官方,能,我们,can,we,9.49930811740361e-05,,we,office,we office,root
666.0,PSU,274.0,选择 什么 ， 就是 多少 coverage 。,选择 什么 ， 就是 多少 覆盖 范围 。,What you choose is how much coverage you have.,6.0,coverage,覆盖,。,多少,.,How many,0.000622006593269889,,How many,coverage,How many coverage,ccomp
667.0,PSU,276.0,声明 ： anna 不 是 my agent ！,声明 ： 安娜 不 是 我 的 代理 ！,Disclaimer: Anna is not my agent!,6.0,my,我,！,是,!,is,0.0004692553922472311,,is,my,is my,nmod:poss
668.0,PSU,286.0,可以 和 office 续签 下 学年 租约 。,可以 和 小区 办公室 续签 下 学年 租约 。,You can renew your lease with the community office for the next school year.,3.0,office,小区,续签,和,To renew,and,3.03863626004649e-05,,and,office,and office,obl
669.0,PSU,290.0,updated ： 二 楼 是 一些 房子 的 具体 信息 。,更新 ： 二 楼 是 一些 房子 的 具体 信息 。,Update: The second floor has some details about the house.,1.0,updated,更新,信息,</s>,information,</s>,0.0,,</s>,updated,</s> updated,root
670.0,PSU,291.0,有 衣帽间 ， 两 人 share 一 个 卫生间 。,有 衣帽间 ， 两 人 共用 一 个 卫生间 。,There is a cloakroom and two people share a bathroom.,6.0,share,共用,卫生间,人,toilet,people,4.602757541422371e-05,,people,share,people share,det
671.0,PSU,301.0,今天 遇到 一 个 骗子 ， 它 的 email 地址 是 em@6,今天 遇到 一 个 骗子 ， 它 的 邮箱 地址 是 em@6,Today I encountered a scammer whose email address was em@6,9.0,email,邮箱,地址,的,address,the,0.000263663414817884,,the,email,the email,nsubj
672.0,PSU,302.0,我 有 token 需要 吗 ？,我 有 公交 币 需要 吗 ？,Do I need bus coins?,3.0,token,公交,需要,有,Need to be,There are,0.00332088859553227,,There are,token,There are token,NA
673.0,PSU,304.0,小区 office 如何 ？,小区 物业 办公室 如何 ？,How about the estate office?,2.0,office,物业,如何,小区,How to,community,9.49930811740361e-05,,community,office,community office,obl
674.0,PSU,305.0,last question ， 所以 你 朋友 推荐 去 那里 住 吗 ？,最后 一 个 问题 ， 所以 你 朋友 推荐 去 那里 住 吗 ？,"One last question, so does your friend recommend staying there?",1.0,last,最后,question,</s>,问题,</s>,0.0,,</s>,last,</s> last,amod
675.0,PSU,306.0,二 楼 有 厨房 ， 餐厅 ， 客厅 ， 两 个 卧室 ， 浴室 ( full bath ) 。,二 楼 有 厨房 ， 餐厅 ， 客厅 ， 两 个 卧室 ， 浴室 （ 浴缸 。,"The second floor has a kitchen, dining room, living room, two bedrooms, and a bathroom (bathtub).",16.0,full,浴缸,有,(,There are,(,0.00011947583405394199,,(,full,( full,NA
676.0,PSU,309.0,小区 提供 visitor,小区 提供 访客,The community provides visitors,3.0,visitor,访客,提供,提供,provide,provide,1.9586202303925e-06,,provide,visitor,provide visitor,NA
677.0,PSU,315.0,可以 提供 去 这 两 个 地方 的 ride .,可以 提供 去 这 两 个 地方 的 搭车 。,Hitchhiking to both places is available.,9.0,ride,搭车,提供,的,provide,the,2.5110801411226998e-05,,the,ride,the ride,NA
678.0,PSU,319.0,本人 phd ， 男 。,本人 博士生 ， 男 。,"I am a doctoral student, male.",2.0,phd,博士生,博士生,本人,A PhD student,I am,0.00352315806823801,,I am,phd,I am phd,NA
679.0,PSU,320.0,爱 干净 ， 不 吵闹 ， 不 开 party 。,爱 干净 ， 不 吵闹 ， 不 开 派对 。,"Love clean, no noise, no party.",9.0,party,派对,开,开,open,open,9.89103216348211e-05,,open,party,open party,obj
680.0,PSU,322.0,非常 赞成 ： no pets please .,非常 赞成 ： 不要 宠物 。,Very agree: no pets.,4.0,no,不要,赞成,：,In favor of,:,9.567913046806229e-05,,:,no,: no,det
681.0,PSU,325.0,仅 去年 一 年 ， immigration daily 发布 了 近 1500+ 专业 法律 移民 文章 。,仅 去年 一 年 ， 移民 日报 发布 了 近 1500+ 专业 法律 移民 文章 。,"Last year alone, Immigration Daily published nearly 1,500 professional legal immigration articles.",6.0,immigration,移民,daily,，,每天,.,5.87586069117749e-06,,.,immigration,. immigration,compound
682.0,PSU,326.0,打包 free ！,打包 免费 ！,Free to pack!,2.0,free,免费,打包,打包,packaging,packaging,0.000186068921887287,,packaging,free,packaging free,root
683.0,PSU,327.0,拍照 free !,拍照 免费 ！,Photos are free!,2.0,free,免费,拍照,拍照,Taking pictures,Taking pictures,6.2278134147101e-05,,Taking pictures,free,Taking pictures free,root
684.0,PSU,329.0,你 好 ， 我 可以 提供 ride 。,你 好 ， 我 可以 提供 搭车 。,"Hello, I can offer you a lift.",7.0,ride,搭车,提供,提供,provide,provide,2.2524132649513698e-05,,provide,ride,provide ride,nsubj
685.0,PSU,330.0,其次 是 要 准备 两 份 能 证明 你 住址 的 材料 （ utility bill ， 银行 statement ， 驾照 上 的 地址 ， 租房 lease ） 。,其次 是 要 准备 两 份 能 证明 你 住址 的 材料 （ 账单 ， 银行 状态 ， 驾照 上 的 地址 ， 租房 合同 — ） 。,"The second is to prepare two documents to prove where you live (bills, bank status, address on your driver's license, rental contract --).",14.0,utility,账单,准备,（,To prepare,(,0.0493216400569672,,(,utility,( utility,NA
686.0,PSU,332.0,我 想 问 下 你 这个 的 model 是啥 ？,我 想 问 下 你 这个 模式 是啥 ？,I want to ask you what this mode is?,7.0,model,模式,model,这个,模型,this,3.61082525411183e-05,,this,model,this model,nsubj
687.0,PSU,334.0,现在 车 有 一 个 intermittent problem 。,现在 车 有 一 个 间接 性的 的 毛病 。,Now the car has an indirect problem.,6.0,intermittent,间接,problem,个,问题,a,0.143528851590632,,a,intermittent,a intermittent,NA
688.0,PSU,337.0,我们 building 旁边 就 是 个 公园 可以 跑步 散步 。,我们 大楼 旁边 就 是 个 公园 可以 跑步 散步 。,There is a park next to our building for running and walking.,2.0,building,大楼,旁边,我们,beside,we,0.000145917207164241,,we,building,we building,obl
689.0,PSU,340.0,洗衣房 在 basement ；,洗衣房 在 地下室,The laundry is in the basement,3.0,basement,地下室,洗衣房,在,Laundry room,in,3.35171188684621e-05,,in,basement,in basement,root
690.0,PSU,341.0,apartment 有 停车场 ， parking is free ；,小区 有 停车场 ， 停车 免费,There is a parking lot. Parking is free,1.0,apartment,小区,有,</s>,There are,</s>,0.0,,</s>,apartment,</s> apartment,det
691.0,PSU,344.0,期望 share 的 男生 是 学生 或 访问 学者 ， 爱好 卫生 ， 作息 规律 。,期望 分摊 的 男生 是 学生 或 访问 学者 ， 爱好 卫生 ， 作息 规律 。,"The expected apportionment of male students or visiting scholars, like health, regular work and rest.",2.0,share,分摊,男生,期望,The boy,expect,4.602757541422371e-05,,expect,share,expect share,NA
692.0,PSU,345.0,这个 小区 环境 很 好 ， 很 安静 ， 非常 适合 young couple 居住 。,这个 小区 环境 很 好 ， 很 安静 ， 非常 适合 年轻 情侣 居住 。,"This neighborhood is very nice and quiet, very suitable for young couples to live in.",12.0,young,年轻,couple,适合,夫妇,Suitable for,3.8098866558719895e-05,,Suitable for,young,Suitable for young,amod
693.0,PSU,357.0,mil 第二 次 亮 之后 ， 去 honda dealer 修 。,故障 指示灯 第二 次 亮 之后 ， 去 宏大 修理店 修 。,"After the failure light comes on for the second time, go to Hongda Repair Shop to fix it.",9.0,honda,宏大,宏大,honda,grand,本田,0.452228762925669,,本田,honda,本田 honda,compound:prt
694.0,PSU,358.0,我的 困惑 ： 懂 车 的 同学 是否 知道 什么 地方 能够 检查 throttle body 和 它 的 wires .,我的 困惑 ： 懂 车 的 同学 是否 知道 什么 地方 能够 检查 风门 和 线 变形 器 。,My confusion: those of you who know cars know where to check the damper and line deformers.,14.0,throttle,风门,和,检查,and,check,0.00225271772826851,,check,throttle,check throttle,NA
695.0,PSU,359.0,state college 去 dc ， 提供 ride ， 可以 送到 目的地 。,斯泰特 克里奇 去 华盛顿 ， 提供 搭车 送到 目的地 。,Stetrich went to Washington and offered a ride to his destination.,7.0,ride,搭车,，,提供,.,provide,2.2524132649513698e-05,,provide,ride,provide ride,obj
696.0,PSU,360.0,求 ride ！,求 搭车 ！,Beg a lift!,2.0,ride,搭车,求,求,request,request,2.2524132649513698e-05,,request,ride,request ride,NA
697.0,PSU,366.0,求 ride !,求 搭车 ！,Beg a lift!,2.0,ride,搭车,求,求,request,request,2.2524132649513698e-05,,request,ride,request ride,NA
698.0,PSU,368.0,更正 联系 信息 ： 请 发送 email 至 em@8,更正 联系 信息 ： 请 发送 电子 邮箱 至 em@8,Correct contact information: Please email em@8,7.0,email,电子,至,发送,to,send,0.00016452409935296998,,send,email,send email,root
699.0,PSU,370.0,circle 社区 ( stratford,圆形 社区 （ 斯特拉特福 德,Round Community (Stratford,1.0,circle,圆形,社区,</s>,community,</s>,0.0,,</s>,circle,</s> circle,NA
700.0,PSU,371.0,very good condition ， clean title ， no accident history ， pa inspected ， 报价 $7，000 ， 可以 议价 。,好 条件 ， 干净 的 头衔 ， 没有 事故 历史 ， 宾州 检验 。 报价 $7，000 ， 可以 议价 。,"Good condition, clean title, no accident history, Pennsylvania test. Quotation is $7,000 open for negotiation.",1.0,very,好,good,</s>,好,</s>,0.0,,</s>,very,</s> very,NA
701.0,PSU,373.0,可 代为 与 office 联系 并 争取 ！,可 代为 与 办公室 联系 并 争取 ！,Can contact with the office and strive for!,4.0,office,办公室,联系,与,contact,with,3.78050394117536e-05,,with,office,with office,obl
702.0,PSU,376.0,有偿 求 ride ， 7 .,有偿 求 搭车 ， 7 。,"Paid for a ride, 7.",3.0,ride,搭车,求,求,request,request,2.2524132649513698e-05,,request,ride,request ride,obl
703.0,PSU,379.0,求 组团 求 ride 。,求 组团 求 搭车 。,Ask for a ride in a group.,4.0,ride,搭车,求,求,request,request,2.2524132649513698e-05,,request,ride,request ride,obl
