sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,dep_surp_eng,zh_word_index,cs_back_word,google_trans_surp_zh,fanyi_trans_surp_zh,llm_surp_zh,llm_surp_eng,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,PSU,984,PSU_2444,如果 有 兴趣 ， 请 留言 ， 我 分别 告诉 大家 garage sale 的 地址 。,"If you're interested, leave a comment and I'll tell you where each garage sale is located.",如果 有 兴趣 ， 请 留言 ， 我 分别 告诉 大家 车库 拍卖 的 地址 。,12,garage,车库,大家,everyone,everyone garage,大家 车库,compound garage sale,nsubj 车库 拍卖,59.79562609848920,0.00000000000000,-41.44716963998450,41.44716963998450,17.3410018,0.0000060,-12.0198665,12.0198665,NN,NN,2,6,16,20.185477,-20.185477,0.000001,-6.076434,6.076434,7.1670523,5.622663,16.8431929476544,18.061230,-18.061230,0.000004,-5.436972,5.436972,4.0667686,11,的,24.0507195438474,23.8084323928971,18.9260902404785,13.3270540237427,,13,compound:nn,2.949325 1.728947 3.90522 0.9000635 3.865889 3.301296 2.025375 3.165119 5.61245 5.214101 1.920757 6.199104 2.154926 1.566117 4.227237 0.7978393,3.0958603625000000,9.614349875751650,9.373187818934760,6,1,0,0,1.920757,6.199104
code-switch,PSU,989,PSU_4015,学校 计算机 lab 同款 。,The same style as the school computer lab.,学校 计算机 实验室 同款 。,3,lab,实验室,计算机,The computer,The computer lab,计算机 实验室,nmod style lab,compound 实验 室,63.50467673580470,0.00000000000000,-44.01808763179380,44.01808763179380,17.4687415,0.0000055,-12.1084089,12.1084089,NN,NNP,3,3,5,2.4598917,-2.4598917,0.1817602,-0.7405012,0.7405012,6.8863854,3.0020037,8.94636062449453,24.5630824,-24.5630824,0.0000000,-7.3942246,7.3942246,3.2877321,2,同款,24.6320968235898,23.8300096446446,18.8443641662598,11.267279624939,,4,nsubj,3.23301 4.241335 0.1383027 10.51329 1.427697,3.91072694,12.012245148550000,10.625950787430100,3,1,0,0,4.241335,0.1383027
code-switch,PSU,992,PSU_7547,本人 为 at&t family plan 的 holder ， 邀请 新 成员 加入 。,"I am the holder of AT&T Family Plan, and I invite new members to join.",本人 为 at&t 家庭 套餐 的 持有 至 ， 邀请 新 成员 加入 。,4,family,家庭,为,for,for family,为 家庭,compound family plan,nmod 家庭 套餐,51.021964115707400,0.000000000000000,-35.365730573433300,35.365730573433300,11.868854,0.000267,-8.226863,8.226863,NN,NN,2,6,14,13.2474164,-13.2474164,0.0001028,-3.9878697,3.9878697,6.8726544,3.4199555,13.5122265508065,11.4782093,-11.4782093,0.0003505,-3.4552853,3.4552853,2.8976455,3,的,24.211253047804,23.8084323928971,29.9686079025269,13.0245952606201,,5,compound:nn,5.073573 2.348979 10.51329 3.960525 4.841461 1.273446 5.213586 3.253599 2.365576 3.970035 3.758053 3.246391 1.20188 0.8394209,3.704272492857140,9.239656426310240,9.815020571213800,6,1,0,0,10.51329,3.960525
code-switch,PSU,995,PSU_4670,房间 是 三 楼 ， 最 大 的 那 间 ～～～一 人 住 或 couple 住 都 相当 合适 ！,"The room is the third floor, the largest one ~ ~ ~ a person or a couple are quite suitable!",房间 是 三 楼 ， 最 大 的 那 间 ～～～一 人 住 或 情侣 住 都 相当 合适 ！,15,couple,情侣,或,or,or couple,或 情侣,compound couple living,nsubj 情侣 住,59.49959250864060,0.00000000000000,-41.24197479182990,41.24197479182990,14.4578366,0.0000444,-10.0214087,10.0214087,NN,NN,2,6,20,17.197412,-17.197412,0.000007,-5.176937,5.176937,7.1950088,5.374623,16.9219947293429,16.921995,-16.921995,0.000008,-5.094028,5.094028,4.2356033,14,住,23.8084323928971,12.7845489002227,30.2478847503662,6.4793267250061,,19,nsubj,5.415995 2.180871 3.045934 3.336401 0.9360235 3.460004 3.291772 1.5512 3.876888 5.489377 10.51329 2.464393 4.264082 3.355581 4.40308 5.222236 3.190414 2.891259 3.556699 3.673941,3.8059720250000000,9.614349875751650,10.913632859881900,6,4,0,0,3.355581,4.40308
code-switch,PSU,996,PSU_6511,lease 是 到 明年 八月 的,The lease is in place until next August,租金 是 到 明年 八月 的,1,lease,租金,<s>,<s>,<s> lease,<s> 租金,nsubj lease place,nsubj 租金 是,55.246571018590700,0.000000000000000,-38.294004937140900,38.294004937140900,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,6,19.676996,-19.676996,0.000001,-5.923366,5.923366,7.3514414,4.609147,21.5259166639098,14.2835391,-14.2835391,0.0000501,-4.2997737,4.2997737,4.802618,0,是,24.4209597245781,24.4209597245781,18.2388005256653,15.6519260406494,,5,nsubj,7.042348 1.974358 3.76831 4.350193 3.570725 1.868106,3.76234,7.34880605443795,9.304194947447810,5,4,0,,,7.042348
code-switch,PSU,999,PSU_8160,驾照 permit 已经 拿到 了 ， 求 老 司机 带 一下 ， 自己 没有 车 。,"The driver's license permit has been obtained, begging the old driver to take it, he has no car.",驾照 许可证 已经 拿到 了 ， 求 老 司机 带 一下 ， 自己 没有 车 。,2,permit,许可证,驾照,A driver's license,A driver's license permit,驾照 许可证,nsubj:pass permit obtained,flat:name 许 可证,64.7747303914864,0.0000000000000,-44.8984217423894,44.8984217423894,14.8758138,0.0000333,-10.3111284,10.3111284,NN,VB,3,6,16,18.595213,-18.595213,0.000003,-5.597717,5.597717,6.8726544,4.2974625,17.819775694339,17.606843,-17.606843,0.000005,-5.300188,5.300188,4.342528,1,已经,22.2043264667255,23.8084323928971,28.2797082265218,12.940767288208,,4,nsubj,7.042348 5.506336 3.020562 3.662825 0.3679768 2.555769 4.727423 4.30505 3.139192 0.5849295 5.907662 0.6656599 2.659281 2.299943 4.201181 1.167409,3.2383467000000000,9.121873390653850,,6,2,0,0,7.042348,5.506336
code-switch,PSU,1004,PSU_7719,因 搬家 变成 full size 床 不 能 再 用 。,The bed can no longer be used because of the move to full size.,因 搬家 变成 全 尺寸 床 不 能 再 用 。,4,full,全,变成,become,become full,变成 全,amod full size,det 全 尺寸,49.789957278402800,0.000000000000001,-34.511768507725000,34.511768507725000,12.26703228,0.00020289,-8.50285884,8.50285884,DT,JJ,1,4,11,10.9595461,-10.9595461,0.0005022,-3.2991521,3.2991521,6.8863854,1.8012383,12.4447332623346,12.6649665,-12.6649665,0.0001540,-3.8125348,3.8125348,2.5750613,3,床,18.4510981629881,22.8760771324822,12.0515842437744,8.84842777252197,,5,det,3.052509 4.735093 4.922558 3.071047 4.434731 5.731283 2.861672 2.678347 2.883623 2.158171 1.391986,3.447365454545460,7.83785787865438,7.917900586327920,4,1,0,0,4.922558,3.071047
code-switch,PSU,1014,PSU_7482,但是 不 是 独立 卫生间 ， 要 share 。,"But it's not a private bathroom, it's a share.",但是 不 是 独立 卫生间 ， 要 公共 的 。,8,share,公共,要,to,to share,要 公共,parataxis bathroom share,ccomp 是 公共 的,51.70152746689440,0.00000000000000,-35.83676799432040,35.83676799432040,13.68798673,0.00007577,-9.48778941,9.48778941,JJ,NN,2,5,10,17.436050,-17.436050,0.000006,-5.248774,5.248774,7.1735477,1.8965694,8.39900121721499,25.61127,-25.61127,0.00000,-7.70976,7.70976,6.1300416,7,,10.0548395296083,10.0548395296083,19.0426392555237,14.1045141220093,,7,dobj,3.145239 2.990385 2.507822 2.635204 3.75245 1.063136 3.266532 4.911763 1.943345 2.209681,2.8425557000000000,7.7081800553458500,10.066334999494700,5,1,0,0,3.266532,4.911763
code-switch,PSU,1018,PSU_2361,有 人 要 加入 family plan 吗 ？,Does anyone want to join the Family Plan?,有 人 要 加入 家庭 套餐 吗 ？,5,family,家庭,加入,join,join family,加入 家庭,compound family plan,nmod 家庭 套餐,51.021964115707400,0.000000000000000,-35.365730573433300,35.365730573433300,11.868854,0.000267,-8.226863,8.226863,NN,NN,2,6,8,14.136518,-14.136518,0.000056,-4.255516,4.255516,6.8863854,3.4199555,13.2690185613883,8.6310758,-8.6310758,0.0025222,-2.5982127,2.5982127,2.8976455,4,吗,23.8300096446446,23.7843962499737,20.7627949714661,9.05125141143799,,6,compound:nn,2.715695 3.533183 3.185113 2.929723 5.352758 4.841461 5.186032 0.1054398,3.4811756000000000,9.239656426310240,9.815020571213800,6,1,0,0,2.929723,5.352758
code-switch,PSU,1019,PSU_3668,需要 注意 的 是 ， 要 与 房东 签 lease ， 一般 是 一 年 一 签 。,"It should be noted that the lease should be signed with the landlord, usually once a year.",需要 注意 的 是 ， 要 与 房东 签 租金 ， 一般 是 一 年 一 签 。,10,lease,租金,签,sign,sign lease,签 租金,nsubj:pass lease signed,nsubj 租金 签 ,55.246571018590700,0.000000000000000,-38.294004937140900,38.294004937140900,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,18,17.823852,-17.823852,0.000004,-5.365514,5.365514,7.1670523,4.609147,18.7696046287259,14.035708,-14.035708,0.000060,-4.225169,4.225169,4.233201,9,一般,23.8300096446446,23.8084323928971,25.1536602973938,13.9625253677368,,9,dobj,3.98786 0.2618034 0.1103343 0.1257415 0.6696473 2.750368 2.097507 5.009791 4.986241 6.085593 0.890378 3.065515 1.396917 2.100214 2.93083 2.242553 3.061157 1.936322,2.4282651388888900,7.34880605443795,9.304194947447810,5,1,0,0,4.986241,6.085593
code-switch,PSU,1024,PSU_2139,hello ， 房子 还 有 吗,"Hello, is it still available",你 好 ， 房子 还 有 吗,1,hello,你,<s>,<s>,<s> hello,<s> 你,discourse hello available,nsubj 你 好,49.12542237591960,0.00000000000000,-34.05114801368510,34.05114801368510,18.7106229,0.0000023,-12.9692155,12.9692155,PN,UH,1,5,7,14.2564175,-14.2564175,0.0000511,-4.2916093,4.2916093,6.7433143,2.993422,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,3.2787447,0,房子,22.8168541305993,22.8168541305993,9.21274852752686,0.0,,2,nsubj,3.991114 3.577481 1.413318 5.344311 2.535487 2.386317 5.783107,3.5758764285714300,9.179031804493800,7.021812561771280,5,1,0,,,3.991114
code-switch,PSU,1035,PSU_3676,说话 这么 mean,Talking so mean,说话 这么 刻薄,3,mean,刻薄,这么,so,so mean,这么 刻薄,parataxis talking mean,root 刻薄,64.07462666567090,0.00000000000000,-44.41314681874090,44.41314681874090,12.69201955,0.00015112,-8.79743757,8.79743757,VA,VB,2,4,3,20.391048,-20.391048,0.000001,-6.138317,6.138317,7.1670523,6.4691906,13.1932281075178,12.9103659,-12.9103659,0.0001299,-3.8864074,3.8864074,3.8410966,2,,23.8084323928971,23.8084323928971,21.5969271659851,12.4282970428467,,0,root,5.291057 5.512558 3.537532,4.780382333333330,10.913632859881900,,4,0,1,0,5.512558,3.537532
code-switch,PSU,1036,PSU_8076,至于 你 说 我 mean ， 我 只 能 说 你 太 贪心 。,"As for you saying I am mean, I can only say that you are too greedy.",至于 你 说 我 刻薄 ， 我 只 能 说 你 太 贪心 。,5,mean,刻薄,我,I,I mean,我 刻薄,ccomp saying mean,ccomp 说 刻薄,64.07462666567090,0.00000000000000,-44.41314681874090,44.41314681874090,12.69201955,0.00015112,-8.79743757,8.79743757,VV,VB,2,4,14,18.289483,-18.289483,0.000003,-5.505683,5.505683,7.1807833,2.7225385,25.0921526386076,23.685626,-23.685626,0.000000,-7.130084,7.130084,3.682762,4,我,21.5113563208771,18.5092352265767,31.6080274581909,12.5069856643677,,3,ccomp,3.427139 2.840551 2.607719 1.470639 4.957821 0.328867 3.107044 2.413799 3.697056 2.53319 3.041375 3.296744 3.962462 1.525945,2.800739357142860,10.913632859881900,,4,2,0,0,1.470639,4.957821
code-switch,PSU,1039,PSU_2427,请 问 lease 从 什么 时候 开始,When does the lease start,请 问 租金 从 什么 时候 开始,3,lease,租金,问,ask,ask lease,问 租金,root lease,obj 问 租金,55.246571018590700,0.000000000000000,-38.294004937140900,38.294004937140900,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,7,17.877182,-17.877182,0.000004,-5.381568,5.381568,7.1807833,5.246228,19.653413564155,19.653414,-19.653414,0.000001,-5.916267,5.916267,5.2661543,2,从,18.8314423202122,18.8314423202122,18.5348501205444,14.2502679824829,,2,dobj,4.366777 4.6344 5.605388 2.659361 4.060452 0.3756636 1.076588,3.2540899428571400,7.34880605443795,9.304194947447810,5,1,0,0,4.6344,5.605388
code-switch,PSU,1040,PSU_3502,phd 新生 ， 男 ， 有意 lease 请 问 房租 如何 ？,"PhD freshman, male, interested in lease. How about the rent?",研究生 新生 ， 男 ， 有意 租金 请 问 房租 如何 ？,7,lease,租金,有意,intentionally,intentionally lease,有意 租金,obl interested lease,nsubj 租金 问,55.246571018590700,0.000000000000000,-38.294004937140900,38.294004937140900,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,12,18.77813,-18.77813,0.00000,-5.65278,5.65278,7.1670523,4.609147,26.4071192721714,20.7287672,-20.7287672,0.0000006,-6.2399807,6.2399807,5.4244347,6,新生,23.8084323928971,23.8084323928971,17.3074398040772,21.284782409668,,9,dobj,5.001022 3.605012 1.488493 4.211609 0.2205758 5.126626 5.739749 4.713616 4.17128 6.359638 4.745154 1.817693,3.933372316666670,7.34880605443795,9.304194947447810,5,2,0,0,5.126626,5.739749
code-switch,PSU,1045,PSU_4600,can you send me pictures of 厨具 （ 全新 的 ） ?,Can you send me pictures of the kitchenware?,你 能 发给 我 照片 厨具 （ 全新 的 ） ？,1,can,你,<s>,<s>,<s> can,<s> 你,aux can send,nsubj 你 发给,49.12542237591960,0.00000000000000,-34.05114801368510,34.05114801368510,9.19392683,0.00170747,-6.37274446,6.37274446,PN,MD,1,3,11,14.2564175,-14.2564175,0.0000511,-4.2916093,4.2916093,6.7433143,2.993422,14.6378127212232,14.6378127,-14.6378127,0.0000392,-4.4064207,4.4064207,1.2200798,0,厨具,24.4209597245781,22.4008052258257,9.09501838684082,0.0,,3,nsubj,3.991114 2.62881 5.526397 2.945022 5.010612 7.119391 2.59014 5.458779 0.4027029 3.493533 3.656941,3.8930401727272700,11.319097967990100,7.021812561771280,3,2,0,,,3.991114
code-switch,PSU,1051,PSU_4736,这 是 floor plan 。,This is the floor plan.,这 是 平面图 。,3,floor,平面图,是,is,is floor,是 平面图,compound floor plan,root 平面图,59.49989329726670,0.00000000000000,-41.24218328261800,41.24218328261800,13.69567722,0.00007537,-9.49312005,9.49312005,NN,NN,3,5,4,21.271349,-21.271349,0.000000,-6.403314,6.403314,7.39772,8.842573,19.2007477103771,15.2565338,-15.2565338,0.0000255,-4.5926743,4.5926743,3.691562,2,,23.8084323928971,23.91273661657,21.0677261352539,13.1587581634521,,0,root,2.328403 0.8585079 5.513812 0.7207134,2.3553590750000000,8.834191318202070,12.012245148550000,5,0,1,0,0.8585079,5.513812
code-switch,PSU,1054,PSU_5,如有 需要 请 尽快 email 我 ， 谢谢 ！,Please email me as soon as possible if necessary. Thank you!,如有 需要 请 尽快 电子 邮件 我 ， 谢谢 ！,5,email,电子,尽快,As soon as possible,As soon as possible email,尽快 电子,root email,nmod 电子 邮件,51.80385652916480,0.00000000000000,-35.90769709532250,35.90769709532250,18.2410044,0.0000032,-12.6437008,12.6437008,NN,NN,2,5,10,15.942966,-15.942966,0.000016,-4.799311,4.799311,7.1670523,3.3498974,17.8308855506596,17.8308856,-17.8308856,0.0000043,-5.3676314,5.3676314,6.1919107,4,我,13.8868928685308,23.8084323928971,38.9282951354981,12.554238319397,,6,dep,5.012303 1.301372 4.557635 3.44806 4.504417 4.005394 4.015206 1.692693 3.244267 1.941651,3.3722998000000000,7.630218513876140,10.220485679322000,5,1,0,0,3.44806,4.504417
code-switch,PSU,1058,PSU_7722,hello 请 问 房间 还 有 吗,"Hello, is there any room available",你 好 请问 房间 还 有 吗,1,hello,你,<s>,<s>,<s> hello,<s> 你,discourse hello is,nsubj 你 有,49.12542237591960,0.00000000000000,-34.05114801368510,34.05114801368510,18.7106229,0.0000023,-12.9692155,12.9692155,PN,UH,1,5,7,14.2564175,-14.2564175,0.0000511,-4.2916093,4.2916093,6.7433143,2.993422,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,3.2787447,0,请,22.8168541305993,22.8168541305993,9.12250900268555,0.0,,2,nsubj,3.991114 3.577481 7.176757 5.129863 3.645263 2.339693 5.783107,4.520468285714290,9.179031804493800,7.021812561771280,5,1,0,,,3.991114
code-switch,PSU,1061,PSU_1056,大家 都 在 哪里 做 的 car inspection ？,Where did everyone do the car Inspection?,大家 都 在 哪里 做 的 汽车 检查 ？,7,car,汽车,的,the,the car,的 汽车,compound car inspection,obj 在 汽车,51.81293686620340,0.00000000000000,-35.91399110533930,35.91399110533930,13.55736723,0.00008295,-9.39725087,9.39725087,NN,NN,2,3,9,14.278813,-14.278813,0.000050,-4.298351,4.298351,7.2105746,3.931867,12.2375030829553,12.0865271,-12.0865271,0.0002299,-3.6384072,3.6384072,3.2493038,6,,24.2842045819246,23.9530103440212,22.4149026870728,9.33050727844238,,8,compound:nn,4.683601 0.908485 1.499687 3.658632 3.893951 0.963562 4.121373 4.818973 4.330961,3.2088027777777800,10.402807236115900,10.402807236115900,3,1,0,0,0.963562,4.121373
code-switch,PSU,1064,PSU_7938,可以 email 联系 吗 ?,Can I contact you by email?,可以 电子 邮件 联系 吗 ？,2,email,电子,可以,can,can email,可以 电子,obl contact email,nmod 电子 邮件,51.80385652916480,0.00000000000000,-35.90769709532250,35.90769709532250,18.2410044,0.0000032,-12.6437008,12.6437008,NN,NN,2,5,6,18.347730,-18.347730,0.000003,-5.523217,5.523217,7.1807833,3.3498974,15.367103167897,25.472425,-25.472425,0.000000,-7.667964,7.667964,3.6750517,1,联系,23.854045787568,22.2499398613964,34.5266375541687,1.74703550338745,,3,compound:nn,3.535944 4.336275 5.04485 3.218899 5.526707 0.1054398,3.6280191333333300,7.630218513876140,10.220485679322000,5,1,0,0,3.535944,4.336275
code-switch,PSU,1071,PSU_3770,最近 两 三 天 有 人 去 纽约 jfk 机场 吗 ？,Has anyone been to JFK airport in New York in the last two or three days?,最近 两 三 天 有 人 去 纽约 肯尼迪 机场 吗 ？,9,jfk,肯尼迪,纽约,"New York,","New York, jfk",纽约 肯尼迪,compound jfk airport,nmod 肯尼迪 机场,57.48025801172340,0.00000000000000,-39.84227877868430,39.84227877868430,20.1102872,0.0000009,-13.9393889,13.9393889,NR,NNP,3,3,12,9.202279,-9.202279,0.001698,-2.770162,2.770162,7.262256,4.523362,27.3597485919423,26.3963911,-26.3963911,0.0000000,-7.9461055,7.9461055,8.916941,8,机场,23.8300096446446,24.1246922386643,26.7519766489665,14.354866027832,,10,dep,3.68954 2.930384 4.945513 2.134477 3.081685 3.237546 3.055362 3.042916 2.743838 5.392975 5.631822 0.1054398,3.332624816666670,9.121873390653850,12.012245148550000,3,1,0,0,3.042916,2.743838
code-switch,PSU,1072,PSU_5709,部分 物品 已 出 ， 请 看 更新 的 list ， 谢谢 ！,"Some items have been shipped, please check the updated list, thank you!",部分 物品 已 出 ， 请 看 更新 的 列表 ， 谢谢 ！,10,list,列表,的,the,the list,的 列表,obj check list,appos 更新 的 列表,56.26356416426000,0.00000000000000,-38.99893086871040,38.99893086871040,13.46859025,0.00008822,-9.33571536,9.33571536,NN,NN,2,4,13,10.1920195,-10.1920195,0.0008549,-3.0681036,3.0681036,6.734926,4.8120995,24.0637461526787,24.0637462,-24.0637462,0.0000001,-7.2439094,7.2439094,4.291657,9,谢谢,14.7624524599218,22.3729398963874,22.5147552490234,3.51699829101563,,7,dobj,3.588195 3.982265 3.12968 3.479341 0.9797242 3.618542 2.133425 5.031386 1.081787 3.981673 0.8088859 5.734635 1.941651,3.0377838538461500,10.625950787430100,10.913632859881900,4,3,0,0,1.081787,3.981673
code-switch,PSU,1078,PSU_1995,非常 适合 couple 使用 。,Perfect for couple use.,非常 适合 情侣 使用 。,3,couple,情侣,适合,Suitable for,Suitable for couple,适合 情侣,nmod use couple,nsubj 情侣 使用,59.49959250864060,0.00000000000000,-41.24197479182990,41.24197479182990,14.4578366,0.0000444,-10.0214087,10.0214087,NN,NN,2,6,5,19.441069,-19.441069,0.000001,-5.852345,5.852345,7.1670523,5.374623,26.2677926249797,26.3632738,-26.3632738,0.0000000,-7.9361362,7.9361362,3.15263,2,使用,17.4455472067376,17.4455472067376,20.0122699737549,15.1664257049561,,4,compound:nn,4.495176 5.640717 5.655212 3.653726 1.051376,4.0992414000000000,9.614349875751650,10.913632859881900,6,1,0,0,5.640717,5.655212
code-switch,PSU,1082,PSU_1307,本人 huck institute of life science 的 学生 ， 专业 是 biotechnology 。,"I am a student of Huck Institute of Life Science, majoring in Biotechnology.",本人 哈 克 生命 科学 研究所 的 学生 ， 专业 是 生物 技术 。,12,biotechnology,生物,是,is,is biotechnology,是 生物,nmod majoring biotechnology,nmod 生物 技术,52.38459072509530,0.00000000000000,-36.31023136588650,36.31023136588650,19.8322235,0.0000011,-13.7466498,13.7466498,NN,NN,2,13,14,12.7693906,-12.7693906,0.0001432,-3.8439696,3.8439696,7.3904843,3.1710622,10.8878472152606,26.528034,-26.528034,0.000000,-7.985734,7.985734,6.9545164,11,的,24.0853738977332,24.550657430994,29.759352684021,0.0,,13,compound:nn,5.073573 5.108172 4.711394 4.902615 4.762769 2.272663 1.210853 2.102091 0.831223 4.671854 1.179695 3.964624 4.525819 1.134614,3.3179970714285700,12.012245148550000,12.012245148550000,13,1,0,0,1.179695,3.964624
code-switch,PSU,1089,PSU_4936,两 层 house 上下 各 有 一 间 卫生间 。,There is a bathroom above and below the house on two floors.,两 层 房子 上下 各 有 一 间 卫生间 。,3,house,房子,层,layer,layer house,层 房子,conj bathroom house,nmod 房子 上下,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,11.97831148,0.00024784,-8.30273283,8.30273283,NN,NNP,2,5,10,14.097681,-14.097681,0.000057,-4.243825,4.243825,6.8726544,4.729782,26.4614527280914,10.5368340,-10.5368340,0.0006731,-3.1719031,3.1719031,5.0943947,2,上下,23.3837046187828,24.3001996657015,19.1833415031433,7.00442123413086,,6,advmod:loc,3.065489 2.758134 4.496676 5.415508 1.846854 0.4458636 0.6812197 1.950796 4.8965 0.8703222,2.6427362500000000,6.694125154705800,7.084991463392810,5,3,0,0,2.758134,4.496676
code-switch,PSU,1093,PSU_3182,可以 一起 租车 ， 换 着 开 ， share 费用 。,"You can rent a car together, switch and share the cost.",可以 一起 租车 ， 换 着 开 ， 公共 的 费用 。,9,share,公共,，,.,. share,， 公共,conj switch share,amod 公共 的 费用,51.70152746689440,0.00000000000000,-35.83676799432040,35.83676799432040,13.68798673,0.00007577,-9.48778941,9.48778941,JJ,NN,2,5,12,14.6274676,-14.6274676,0.0000395,-4.4033065,4.4033065,7.2327523,2.0958445,13.6164603496038,13.671897,-13.671897,0.000077,-4.115651,4.115651,4.319689,8,费用,13.8412794738599,23.0727505565687,22.1147699356079,7.42383861541748,,11,amod,3.535944 3.75962 6.490747 1.141828 4.842945 4.350837 4.451443 1.529454 4.682935 2.181611 3.907357 0.5908583,3.455464941666670,7.7081800553458500,10.066334999494700,5,2,0,1,4.451443,4.682935
code-switch,PSU,1096,PSU_7378,prefer 短信 先 。,Prefer text messages first.,比较 喜欢 短信 先 。,1,prefer,比较,<s>,<s>,<s> prefer,<s> 比较,root prefer,advmod 比较 喜欢,50.038010732855000,0.000000000000001,-34.683706060306700,34.683706060306700,15.5157257,0.0000213,-10.7546815,10.7546815,AD,VB,2,6,5,15.5754854,-15.5754854,0.0000205,-4.6886883,4.6886883,7.310274,2.893128,20.6602281818528,20.6602282,-20.6602282,0.0000006,-6.2193484,6.2193484,4.1903696,0,短信,24.4209597245781,24.4209597245781,16.6593904495239,0.0,,2,advmod,4.141838 2.530233 5.693947 4.506256 2.21097,3.8166488000000000,9.527338498762020,8.456897087060600,6,1,0,,,4.141838
code-switch,PSU,1097,PSU_649,亲 ， 租金 和 utilities 怎么 算 的 呢 ？,How about rent and utilities?,亲 ， 租金 和 设备 怎么 算 的 呢 ？,5,utilities,设备,和,and,and utilities,和 设备,conj rent utilities,conj 租金 设备,51.071220495577000,0.000000000000000,-35.399872494264500,35.399872494264500,17.4004684,0.0000058,-12.0610856,12.0610856,NN,NNS,2,9,10,12.5904470,-12.5904470,0.0001621,-3.7901022,3.7901022,7.249384,5.1086383,25.9981988928967,25.9981989,-25.9981989,0.0000000,-7.8262377,7.8262377,4.7867785,4,怎么,23.8084323928971,24.0578962373036,33.7384185791016,4.03372764587402,,7,nsubj,4.175446 1.965975 5.340974 1.767723 3.552491 5.901578 3.823725 1.813812 4.990427 0.08682644,3.3418977440000000,8.876750932620870,10.625950787430100,9,2,0,0,1.767723,3.552491
code-switch,PSU,1098,PSU_2412,租车 费用 share 。,Rent a car share.,租车 费用 公共 的 。,3,share,公共,费用,cost,cost share,费用 公共,obj rent share,root 公共,51.70152746689440,0.00000000000000,-35.83676799432040,35.83676799432040,13.68798673,0.00007577,-9.48778941,9.48778941,JJ,NN,2,5,5,15.8441002,-15.8441002,0.0000170,-4.7695494,4.7695494,7.1598167,6.648964,24.8072454823927,25.9640189,-25.9640189,0.0000000,-7.8159485,7.8159485,4.313882,2,,22.8304637378112,22.8942474147756,21.4266319274902,12.564507484436,,1,dobj,6.100998 3.305772 5.076964 1.943345 2.209681,3.7273520000000000,7.7081800553458500,10.066334999494700,5,2,0,0,3.305772,5.076964
code-switch,PSU,1099,PSU_5772,二 楼 的 是 full bathroom ， 空间 比较 大 ， 一应俱全 。,On the second floor is the full bathroom. It has a large space and everything is available.,二 楼 的 是 完整 浴室 ， 空间 比较 大 ， 一应俱全 。,5,full,完整,是,is,is full,是 完整,amod full bathroom,amod 完整 浴室,52.45151483190480,0.00000000000000,-36.35661962183300,36.35661962183300,12.26703228,0.00020289,-8.50285884,8.50285884,JJ,JJ,2,4,13,12.5394305,-12.5394305,0.0001680,-3.7747447,3.7747447,7.3904843,2.564381,12.1427407655421,12.122201,-12.122201,0.000224,-3.649146,3.649146,2.5750613,4,空间,14.638630912113,23.854045787568,23.3722677230835,10.596079826355,,6,amod,3.222314 1.591621 1.001675 2.380476 4.1294 6.515268 0.9130863 4.594159 3.54528 0.4977793 0.5605658 6.588534 0.3216881,2.7586035769230800,7.83785787865438,10.625950787430100,4,1,0,0,2.380476,4.1294
