,sentence_length_zh,cs_back_word,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,ngram_surp_zh,zh_word_index,cs_back_word_eng,word_freq_eng,cs_word_pos_eng,cs_word_length_eng,ngram_surp_eng_not_updated
729,11,所以,7.602624788977460,AD,2,6.1919475,6,so,6.57704816326837,CC,2,4.6290755
730,17,保养,12.482264326739400,NN,2,7.2138476,5,maintenance,10.4308508703319,NN,11,5.821553
732,11,可以,6.39906961183706,VV,2,7.1598167,2,can,6.37274445896951,MD,3,4.4064207
733,4,书,7.955380047474460,NN,1,6.8726544,3,book,8.468186457621,NNP,4,5.4177437
734,9,的,2.7277528723935400,DEG,1,4.1759996,6,the,3.04312077096989,DT,3,3.469161
735,24,因,8.029564419077700,P,1,7.093234,2,due to the,10.4163170142739,IN,10,4.7341886
736,4,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
737,25,离开,9.433906993150680,VV,2,6.6318607,9,leave,9.01354069814625,VB,5,5.690342
738,6,的,2.7277528723935400,DEG,1,4.1759996,1,the,3.04312077096989,DT,3,3.469161
739,11,时间,7.460746407083130,NN,2,6.1919475,8,time,6.73979175205584,NN,4,5.1471176
742,3,导航,12.445334593038600,NN,2,7.1807833,2,navigation,11.6748791945898,NNP,10,5.985651
743,32,期间,8.512865031857590,NN,2,7.1670523,11,during the period of,12.9841643846283,IN,20,4.366164
744,14,俗称,13.700607329632400,VV,2,7.2327523,6,commonly known as,13.705133955763,RB,17,5.6882634
745,3,还,6.404130924023890,AD,1,7.1670523,1,also,6.95619717725742,RB,4,4.2201896
746,14,公寓,11.959774390608500,NN,2,7.21781,5,apartment,10.6919116215208,NN,9,6.1008515
747,17,43,10.925770472552300,CD,2,5.843155,15,43,9.89939558770806,CD,2,5.320046
748,7,还,6.404130924023890,AD,1,7.1670523,2,also,6.95619717725742,RB,4,4.2201896
750,27,平时,11.121484843901600,AD,2,7.239988,16,at ordinary times,17.7032089051188,IN,17,3.9063916
753,29,男生,13.55092348863310,NN,2,7.405588,4,the boy,10.7245109024616,DT,7,3.469161
754,14,可以,6.39906961183706,VV,2,7.344206,0,can,6.37274445896951,MD,3,4.4064207
755,8,8,7.744754483312810,CD,1,4.211664,6,8,8.13180543929129,CD,1,4.167387
756,28,会,6.209646390258390,VV,1,6.6841683,4,will,6.45481116711775,MD,4,4.694478
757,13,但是,7.310330299551360,AD,2,6.4554653,7,but,6.10856660828745,CC,3,4.4002748
758,7,及,6.972065783256670,CC,1,4.3428426,3,and,3.774669967841,CC,3,3.2956455
759,9,学生,7.854492732436740,NN,2,7.302313,1,students,8.82140026024984,NNS,8,5.343686
760,10,8/1,11.145009947519000,CD,2,7.1670523,2,8/1,6.47581739747594,CD,3,8.248479
762,15,是,4.463178522257190,VC,1,4.2973504,2,is,4.77847604462531,VBZ,2,3.561916
763,16,的,2.7277528723935400,DEG,1,4.1897306,3,the,3.04312077096989,DT,3,3.469161
764,15,的,2.7277528723935400,DEG,1,4.1897306,7,the,3.04312077096989,DT,3,3.469161
765,43,要,6.154497896789040,VV,1,7.1735477,8,to,3.92606293861701,IN,2,3.6630955
767,4,如下,9.20693104456223,VV,2,6.8726544,2,the following,8.72525456898988,DT,13,3.469161
768,15,不,5.309630429407180,AD,1,2.563988,4,don't,14.509010067963,VB,5,8.248479
770,15,站,9.056260790534410,VV,1,6.8863854,3,standing,9.59303453642406,VBG,8,5.5828204
771,6,时间,7.460746407083130,NN,2,6.119012,3,time,6.73979175205584,NN,4,5.1471176
772,11,请,9.09378964655144,VV,1,7.239988,3,please,10.1736513378286,UH,6,6.6739063
773,6,左右,8.69561643395186,LC,2,7.2424035,4,or so,10.9795268807314,CC,5,3.9497473
775,9,可以,6.39906961183706,VV,2,7.2327523,4,can,6.37274445896951,MD,3,4.4064207
776,5,非常,8.291759627895480,AD,2,7.2327523,3,very,7.23128265341125,RB,4,5.1751757
777,7,填,12.517565635100300,VV,1,7.1807833,2,fill in the,13.4087040198773,VB,11,6.141222
778,22,之间,14.684960873953700,LC,2,7.1598167,19,between,7.31994450659796,IN,7,4.578654
780,13,当天,10.781821693070100,NT,2,7.239988,7,in the day,12.3267084790119,IN,10,3.537955
781,3,人,5.359821963071100,NN,1,3.0268083,3,people,7.38550217069194,NNS,6,4.9459586
782,14,其中,7.412648465678390,NN,2,5.435866,9,among them,10.9018350087057,IN,10,4.893265
783,11,的,2.7277528723935400,DEG,1,4.1897306,5,the,3.04312077096989,DT,3,3.469161
784,10,同学,10.752844448643400,NN,2,7.1807833,2,classmate,13.6097785033041,NNP,9,6.7128053
786,11,了,4.559665786076210,SP,1,6.6978993,6,the,3.04312077096989,DT,3,3.469161
787,36,对,5.589302146885880,VA,1,5.433726,7,right,7.73203792448266,UH,5,5.304537
788,9,如,7.360286777020610,AD,1,7.239988,9,such as,8.2594364243519,JJ,7,4.665015
791,18,卫生间,12.958432945055500,NN,3,7.21781,11,toilet,12.0223465491507,NN,6,6.55797
792,7,可以,6.39906961183706,VV,2,7.1598167,4,can,6.37274445896951,MD,3,4.4064207
794,8,已,7.390917240248650,AD,1,7.8777566,2,has,6.43958450363465,VBZ,3,4.137306
795,10,却,7.944161137065470,AD,1,7.239988,6,but,6.10856660828745,CC,3,4.4002748
796,13,的,2.7277528723935400,DEG,1,4.1759996,3,the,3.04312077096989,DT,3,3.469161
797,14,带,8.0481569294404,VV,1,7.2045007,4,with,5.23475568811001,IN,4,3.848862
798,27,一,4.847867458993150,CD,1,5.594116,2,one,6.19078355147723,CD,3,4.579384
799,18,都,6.185283294221550,AD,1,7.1807833,18,all,6.19945186751629,DT,3,4.6611304
800,14,的,2.7277528723935400,DEG,1,4.1759996,7,the,3.04312077096989,DT,3,3.469161
803,12,干净,11.91336629523570,VA,2,7.239988,10,clean,10.1626241355062,JJ,5,5.880659
804,8,和,4.681213610519310,CC,1,3.4168775,3,and,3.774669967841,CC,3,3.2956455
805,8,床,11.770828682629100,NN,1,7.1807833,4,the bed,10.8471343743836,DT,7,3.469161
807,30,比,7.675160721864900,P,1,5.77601,8,than,6.70693408077032,IN,4,4.6707287
808,12,一,4.847867458993150,CD,1,5.320925,0,one,6.19078355147723,CD,3,4.579384
810,12,哦,12.653037989669800,IJ,1,6.8863854,10,oh,9.38930194902854,UH,2,6.9659677
811,17,签,11.418048851845700,VV,1,7.1807833,2,sign,9.68312642504317,NN,4,5.8428755
812,5,5,7.451955930537280,CD,1,4.207706,3,5,7.71047390951642,CD,1,3.9897852
813,9,作息,14.213592602049100,NN,2,7.2360053,6,work and rest,17.0993933750343,VB,13,5.0079083
814,5,去,7.644150990208440,VV,1,6.315496,2,go to the,10.9710351193298,VB,9,5.4845552
815,5,8/5/2017-7/31/2018,24.01388396175680,CD,13,7.1670523,3,8/5/2017-7/31/2018,7.71047390951642,CD,18,8.248479
816,14,的,2.7277528723935400,DEG,1,4.1759996,11,the,3.04312077096989,DT,3,3.469161
818,25,和,4.681213610519310,CC,1,3.4168775,10,and,3.774669967841,CC,3,3.2956455
819,4,的,2.7277528723935400,DEG,1,4.1759996,1,the,3.04312077096989,DT,3,3.469161
822,17,三,6.294963404035600,CD,1,6.590324,1,three,7.67523259162671,CD,5,4.937782
824,34,小,7.703771653739700,JJ,1,7.093234,2,small,7.97754260686666,JJ,5,5.396529
825,21,基本,7.214326235943840,AD,2,7.2327523,5,basic,9.41918516547413,NNP,5,5.918043
826,10,里面,10.463452851034900,NN,2,7.1670523,6,inside,9.46922123462188,RB,6,5.196686
827,7,无线,11.875683387473400,NN,2,7.1807833,2,wireless,12.274317244805,NNP,8,6.314998
829,16,一,4.847867458993150,CD,1,5.580385,4,one,6.19078355147723,CD,3,4.579384
830,11,拎包,17.339322569942400,NR,2,7.239988,8,the bag,12.4036464258875,DT,7,3.469161
834,19,其中,7.412648465678390,NN,2,5.486624,15,among them,10.9018350087057,IN,10,4.893265
835,13,可以,6.39906961183706,VV,2,7.2327523,9,can,6.37274445896951,MD,3,4.4064207
836,14,找,9.299511271449780,VV,1,7.1598167,7,looking for a,12.4692275948256,VBG,13,5.5893335
839,20,的,2.7277528723935400,DEG,1,4.1897306,2,the,3.04312077096989,DT,3,3.469161
844,12,需要,7.1858030399017700,VV,2,6.2199664,6,need to be,10.9230669448563,VBP,10,5.655355
845,16,床,11.770828682629100,NN,1,7.21781,16,the bed,10.8471343743836,DT,7,3.469161
847,5,联系,7.951912412664680,NN,2,7.1670523,2,contact,9.63270452975096,NN,7,5.744354
848,3,联系,7.951912412664680,NN,2,7.1670523,1,contact,9.63270452975096,NN,7,5.744354
850,18,安静,11.606647560520500,VA,2,7.239988,16,quiet,10.0341614114725,NNP,5,6.242342
851,11,期内,17.065946893141800,NN,2,7.1670523,9,during the period of,12.9841643846283,IN,20,4.366164
852,24,的,2.7277528723935400,DEG,1,4.1759996,2,the,3.04312077096989,DT,3,3.469161
853,15,就,6.133440848420250,AD,1,7.1598167,10,it,5.35225838145451,PRP,2,4.3828855
855,6,小区,11.341630610048300,NN,2,7.1670523,1,community,8.96533288485245,NN,9,5.362735
856,11,夏天,11.02882594659290,NT,2,6.94559,7,summer,9.54661006093352,NN,6,5.6409416
857,9,一,4.847867458993150,CD,1,5.594116,5,one,6.19078355147723,CD,3,4.579384
859,9,十分,8.193778395397070,AD,2,7.239988,6,very,7.23128265341125,RB,4,5.1751757
861,11,以上,7.95570690690971,PN,2,6.558925,3,the above,10.3841904834328,DT,9,3.469161
862,5,小区,11.341630610048300,NN,2,7.1670523,2,community,8.96533288485245,NN,9,5.362735
864,17,然后,8.564008954910840,AD,2,7.2327523,6,then,7.13528944526646,RB,4,4.5970745
865,18,和,4.681213610519310,CC,1,3.5593736,8,and,3.774669967841,CC,3,3.2956455
867,9,话,7.948505671318610,NN,1,6.8726544,2,words,8.34594141341291,NNS,5,5.429849
868,23,一,4.847867458993150,CD,1,5.580385,1,one,6.19078355147723,CD,3,4.579384
870,8,不,5.309630429407180,AD,1,2.563988,4,don't,14.509010067963,VB,5,8.248479
872,6,至,7.735317417095000,VV,1,4.456789,4,to,3.92606293861701,IN,2,3.6630955
873,23,房地产,16.122927245617900,NN,3,7.289942,2,the real estate,13.3468041198093,DT,15,3.469161
874,6,直接,7.802048090007840,AD,2,7.7990723,1,directly,9.30545244943786,RB,8,5.205478
875,6,19,8.748006958424820,CD,2,5.42756,4,19,8.92060767192368,CD,2,4.6683106
877,26,的,2.7277528723935400,DEG,1,4.1897306,2,the,3.04312077096989,DT,3,3.469161
879,24,最,7.29431282237448,AD,1,7.415,1,the most,8.14130340527483,DT,8,3.469161
880,18,同时,7.188963990197520,AD,2,7.2327523,11,at the same time,9.97845511468439,IN,16,3.9063916
883,9,无,7.631727486303150,VE,1,5.6503654,0,there is no,9.67716597037657,EX,11,4.6604314
884,21,无,7.631727486303150,VE,1,6.2574387,1,there is no,9.67716597037657,EX,11,4.6604314
885,17,屋子,11.558103733786800,NN,2,7.239988,8,the house,9.43244132462501,DT,9,3.469161
886,9,的,2.7277528723935400,DEG,1,4.2073984,1,the,3.04312077096989,DT,3,3.469161
887,4,卫生间,12.958432945055500,NN,3,7.1670523,2,toilet,12.0223465491507,NN,6,6.55797
888,3,还,6.404130924023890,AD,1,7.269732,3,also,6.95619717725742,RB,4,4.2201896
890,4,可以,6.39906961183706,VV,2,7.2045007,2,can,6.37274445896951,MD,3,4.4064207
891,12,还,6.404130924023890,AD,1,7.1670523,2,also,6.95619717725742,RB,4,4.2201896
894,11,和,4.681213610519310,CC,1,3.4168775,4,and,3.774669967841,CC,3,3.2956455
895,6,去,7.644150990208440,VV,1,6.315496,2,go to the,10.9710351193298,VB,9,5.4845552
896,8,什么,7.138669269622700,PN,2,7.1670523,1,what,6.89753475788315,WP,4,5.083028
897,6,从,6.377483472434710,P,1,5.668829,1,from,5.68258953417454,IN,4,3.9717555
898,18,很,6.723622818117740,AD,1,7.239988,15,very,7.23128265341125,RB,4,5.1751757
899,10,所以,7.602624788977460,AD,2,6.1919475,4,so,6.57704816326837,CC,2,4.6290755
901,11,理解,8.474990745855460,VV,2,7.1735477,3,understand,9.01411342673519,NNP,10,6.3035207
903,5,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
904,22,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
905,10,的,2.7277528723935400,DEG,1,4.1759996,5,the,3.04312077096989,DT,3,3.469161
909,8,我,5.742656255517170,PN,1,6.4554653,2,i,5.34354985959046,PRP,1,5.134548
910,5,每,7.4990523241899100,PN,1,6.572656,1,every,7.86615765289666,DT,5,5.0701313
911,8,联系,7.951912412664680,NN,2,7.1670523,5,contact,9.63270452975096,NN,7,5.744354
913,12,的,2.7277528723935400,DEG,1,4.1897306,6,the,3.04312077096989,DT,3,3.469161
916,7,一,4.847867458993150,CD,1,5.320925,0,one,6.19078355147723,CD,3,4.579384
918,3,已,7.390917240248650,AD,1,7.1670523,1,has,6.43958450363465,VBZ,3,4.137306
919,11,按时,11.65304939467420,AD,2,7.239988,8,on time,12.4438805899632,IN,7,3.9236827
921,9,和,4.681213610519310,CC,1,3.4168775,6,and,3.774669967841,CC,3,3.2956455
922,14,稍,11.315196507362700,AD,1,7.3095484,4,a little,8.82758091570698,DT,8,3.7714994
923,9,包,10.057120399689600,VV,1,6.757104,2,package,11.0565259760335,NN,7,5.9855022
924,14,一,4.847867458993150,CD,1,5.631143,10,one,6.19078355147723,CD,3,4.579384
925,17,十分,8.193778395397070,AD,2,7.1807833,3,very,7.23128265341125,RB,4,5.1751757
928,20,请,9.09378964655144,VV,1,7.239988,15,please,10.1736513378286,UH,6,6.6739063
929,16,的,2.7277528723935400,DEG,1,4.1759996,13,the,3.04312077096989,DT,3,3.469161
930,5,同款,24.01388396175680,AD,2,7.3095484,3,with the money,13.9707251464908,IN,14,3.848862
931,14,的,2.7277528723935400,DEG,1,4.1759996,5,the,3.04312077096989,DT,3,3.469161
932,20,住,8.394525626787180,VV,1,7.269732,12,live,8.94444586880191,VB,4,5.3068337
933,6,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
934,16,已经,7.551683703532630,AD,2,7.1807833,2,already,8.56927275893442,RB,7,5.453989
935,11,床,11.770828682629100,NN,1,7.1807833,5,the bed,10.8471343743836,DT,7,3.469161
937,8,吗,8.759761060956490,IJ,1,7.1598167,6,?,6.31199790469147,.,1,4.6863203
938,18,一般,7.639988700445950,AD,2,7.2327523,11,general,8.13897845154857,NNP,7,5.4395394
939,7,房子,10.313797723408000,NN,2,6.94559,3,house,8.30273283134144,NNP,5,5.313124
941,14,我,5.742656255517170,PN,1,6.4432898,3,i,5.34354985959046,PRP,1,5.134548
942,7,从,6.377483472434710,P,1,5.668829,3,from,5.68258953417454,IN,4,3.9717555
943,12,新生,10.786600365611100,NN,2,7.348851,1,new,7.45294569624115,NNP,3,5.183279
944,11,厨具,17.478642690743100,NN,2,7.446082,5,kitchen utensils and appliances,21.7384780325113,NN,31,6.285765
946,10,我,5.742656255517170,PN,1,6.3825297,6,i,5.34354985959046,PRP,1,5.134548
947,7,请,9.09378964655144,VV,1,7.1807833,7,please,10.1736513378286,UH,6,6.6739063
949,6,联系,7.951912412664680,NN,2,7.1670523,3,contact,9.63270452975096,NN,7,5.744354
950,12,机场,10.910110307514300,NN,2,7.1598167,9,the airport,12.371398307637,DT,11,3.469161
951,13,谢谢,11.604417513606700,VV,2,7.239988,11,thank you,11.3027185736148,VBP,9,6.724591
952,5,使用,7.508698057738540,VV,2,5.251633,3,use,7.57250543575681,NN,3,4.9612117
953,14,的,2.7277528723935400,DEG,1,4.1897306,6,the,3.04312077096989,DT,3,3.469161
954,10,上下,10.481550970115700,NN,2,7.1735477,3,up and down,11.2784147457547,RB,11,4.815803
955,12,费用,8.909136347811960,NN,2,7.21781,10,cost,8.91063412690921,NN,4,5.4889994
956,5,短信,13.28962587920390,NN,2,7.1670523,2,sms,14.4898306202098,NN,3,8.248479
957,10,怎么,8.35511062889748,VA,2,7.1670523,5,how do,11.1399197630012,WRB,6,5.2569203
959,13,空间,8.91773043396399,NN,2,6.6318607,7,space,9.01142330578339,NN,5,5.408742
962,9,房间,10.717802599032700,NN,2,7.239988,3,the room,9.86368672431331,DT,8,3.469161
963,20,的,2.7277528723935400,DEG,1,4.1897306,3,the,3.04312077096989,DT,3,3.469161
964,15,可以,6.39906961183706,VV,2,7.1598167,7,can,6.37274445896951,MD,3,4.4064207
965,12,十,5.8311969898493500,CD,1,6.572656,7,ten,9.07879560414855,CD,3,5.4540324
966,23,男生,13.55092348863310,NN,2,7.1670523,21,the boy,10.7245109024616,DT,7,3.469161
967,8,不,5.309630429407180,AD,1,2.563988,3,don't,14.509010067963,VB,5,8.248479
968,18,新生,10.786600365611100,NN,2,7.3311834,4,new,7.45294569624115,NNP,3,5.183279
969,35,然后,8.564008954910840,AD,2,7.2327523,7,then,7.13528944526646,RB,4,4.5970745
970,17,里面,10.463452851034900,NN,2,7.1670523,1,inside,9.46922123462188,RB,6,5.196686
971,5,都,6.185283294221550,AD,1,7.1670523,2,all,6.19945186751629,DT,3,4.6611304
973,12,浴室,13.312709049386800,NN,2,7.21781,10,the bathroom,12.054611656869,DT,12,3.469161
974,8,自己,6.558099018479210,PN,2,7.239988,5,oneself,11.6569948037931,PRP,7,6.4535584
975,14,请,9.09378964655144,VV,1,7.239988,3,please,10.1736513378286,UH,6,6.6739063
977,13,买,9.809493743656160,VV,1,7.2045007,4,buy,9.9453082612412,VB,3,6.1619773
981,24,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
982,8,没有,6.413713221508590,AD,2,7.1735477,3,there is no,9.67716597037657,EX,11,4.6604314
983,15,一共,12.623917404187000,AD,2,6.94559,10,a total of,11.7216285726286,DT,10,3.7714994
984,25,再次,9.554302503329250,AD,2,6.94559,21,once again,11.1390856710612,RB,10,4.936945
985,6,油,10.717567277229000,NN,1,7.21781,6,oil,9.39225369919816,NN,3,5.5225563
986,9,车位,15.389272373573300,NN,2,7.1875896,2,parking space,14.7317125913097,NN,13,6.0206547
989,14,费用,8.909136347811960,NN,2,7.1670523,9,cost,8.91063412690921,NN,4,5.4889994
990,12,各,6.478125693254080,PN,1,7.21781,8,each,7.45259947855135,DT,4,4.8963017
991,30,一,4.847867458993150,CD,1,5.594116,2,one,6.19078355147723,CD,3,4.579384
992,18,讲究,11.426205251557500,VV,2,7.239988,4,pay attention to,13.1719765387571,VB,16,5.721225
993,6,57,11.175935998148200,CD,2,7.1670523,6,57,10.1584026335307,CD,2,5.6194525
994,10,的,2.7277528723935400,DEG,1,4.1759996,3,the,3.04312077096989,DT,3,3.469161
995,13,太,8.972641358176830,AD,1,6.4618325,10,too,7.75629045500092,RB,3,5.173239
996,9,这,5.147475830187220,PN,1,6.8863854,4,this,5.85091833383782,DT,4,4.6803675
997,9,不,5.309630429407180,AD,1,6.2199664,4,don't,14.509010067963,VB,5,8.248479
998,6,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
999,7,都,6.185283294221550,AD,1,7.1670523,4,all,6.19945186751629,DT,3,4.6611304
1000,13,有,5.134998086658780,VE,1,5.3162203,10,there are,8.89715013134865,EX,9,4.6604314
1004,10,机场,10.910110307514300,NN,2,7.1598167,3,the airport,12.371398307637,DT,11,3.469161
1005,11,或,6.86730607567808,CC,1,3.716832,8,or,5.5796259385765,CC,2,3.9497473
1006,12,的,2.7277528723935400,DEG,1,4.1759996,6,the,3.04312077096989,DT,3,3.469161
1007,7,很,6.723622818117740,AD,1,7.198451,1,very,7.23128265341125,RB,4,5.1751757
1008,10,考试,9.886226793537920,NN,2,7.1670523,7,the test,10.8941886607772,DT,8,3.469161
1009,18,也,5.753495111341640,AD,1,6.8863854,8,also,6.95619717725742,RB,4,4.2201896
1010,21,与,5.857126069237800,P,1,4.408031,15,with,5.23475568811001,IN,4,3.848862
1011,8,的,2.7277528723935400,DEG,1,4.1759996,5,the,3.04312077096989,DT,3,3.469161
1013,10,有,5.134998086658780,VE,1,5.2985525,4,there are,8.89715013134865,EX,9,4.6604314
1014,24,的,2.7277528723935400,DEG,1,4.1759996,12,the,3.04312077096989,DT,3,3.469161
1016,10,忘,11.097770146123700,VV,1,7.239988,2,forget,10.2373210020815,VB,6,6.6431303
1017,13,我,5.742656255517170,PN,1,6.4554653,3,i,5.34354985959046,PRP,1,5.134548
1019,6,干净,11.91336629523570,VA,2,7.1807833,1,clean,10.1626241355062,JJ,5,5.880659
1020,6,具体,7.733075675062950,VA,2,7.1598167,1,specific,8.94780864513254,JJ,8,5.706654
1021,12,四,6.923222997771650,CD,1,6.558925,1,four,8.28345255822362,CD,4,5.06947
1023,28,偶尔,12.059328622228700,AD,2,7.239988,6,once in a while,13.2037739394845,RB,15,4.936945
1024,11,欢迎,9.423448099188550,VV,2,7.239988,5,welcome,10.7089335864818,NNP,7,6.290137
1025,5,位,7.699657705968430,NN,1,6.315496,5,position,8.59815391151608,NN,8,5.299539
1026,5,非常,8.291759627895480,AD,2,7.1598167,2,very,7.23128265341125,RB,4,5.1751757
1027,8,么,9.140191172573130,IJ,1,6.8726544,6,?,6.31199790469147,.,1,4.6863203
1028,9,啦,11.950556453907400,IJ,1,7.242259,1,!,7.11851720879578,.,1,4.7089534
1029,14,八月,15.776933913695300,NT,2,7.1598167,2,august,9.47701677475064,NNP,6,7.556574
1030,16,会,6.209646390258390,VV,1,6.715567,1,will,6.45481116711775,MD,4,4.694478
1031,5,人,5.359821963071100,NN,1,7.198451,5,people,7.38550217069194,NNS,6,4.9459586
1032,14,走的,24.01388396175680,VV,2,6.5202813,14,go,7.88174048669877,VB,2,5.4845552
1033,31,已,7.390917240248650,AD,1,7.239988,3,has,6.43958450363465,VBZ,3,4.137306
1034,13,大部分,16.525031006023300,CD,3,7.2327523,7,most of the,9.95241146017054,JJS,11,5.083103
1035,28,都,6.185283294221550,AD,1,7.1670523,11,all,6.19945186751629,DT,3,4.6611304
1036,13,被,7.1519928838497,SB,1,5.530434,7,be,5.34125959245619,VB,2,4.954575
1037,9,被,7.1519928838497,SB,1,5.530434,3,be,5.34125959245619,VB,2,4.954575
1040,12,为什么,8.670423676564740,AD,3,7.1807833,6,why,8.74639396827841,WRB,3,5.869562
1041,15,其实,9.332840951557080,AD,2,7.2576556,9,actually,9.29017139381911,RB,8,5.5532513
1042,6,不,5.309630429407180,AD,1,2.563988,2,don't,14.509010067963,VB,5,8.248479
1043,19,开始,7.440347963222290,VV,2,6.3962607,5,start,9.4307279245144,VB,5,5.568826
1044,12,跑步,13.221703004538600,VV,2,7.1807833,2,running,9.63905208686983,VBG,7,5.3146133
1045,3,算,9.502229218740420,VV,1,7.1807833,1,calculate,11.3729018124918,NNP,9,6.9765077
1046,4,结束,8.962923734970460,VV,2,7.1598167,2,the end of the,9.83860277613412,DT,14,3.469161
1047,10,什么,7.138669269622700,PN,2,7.1670523,3,what,6.89753475788315,WP,4,5.083028
1048,7,咨询,9.570713460926070,NN,2,7.1670523,5,consulting,11.8946133508047,NN,10,6.42268
1049,5,至,7.735317417095000,VV,1,4.456789,3,to,3.92606293861701,IN,2,3.6630955
1050,22,的,2.7277528723935400,DEG,1,4.1897306,2,the,3.04312077096989,DT,3,3.469161
1051,10,我,5.742656255517170,PN,1,6.3825297,6,i,5.34354985959046,PRP,1,5.134548
1052,9,也,5.753495111341640,AD,1,6.8726544,5,also,6.95619717725742,RB,4,4.2201896
1053,6,到,5.759027415452410,VV,1,4.4585123,3,to,3.92606293861701,IN,2,3.6630955
1054,16,就,6.133440848420250,AD,1,7.1598167,8,it,5.35225838145451,PRP,2,4.3828855
1055,28,记得,10.612025433474300,VV,2,7.8777566,2,remember,9.41542539546992,VB,8,6.385564
1056,11,女生,12.725427926689400,NN,2,7.1670523,2,the girl,10.8457709426519,DT,8,3.469161
1057,23,跟,9.769815661564150,P,1,5.4477386,16,with,5.23475568811001,IN,4,3.848862
1058,9,就,6.133440848420250,AD,1,7.1598167,7,it,5.35225838145451,PRP,2,4.3828855
1059,8,那儿,11.157308101469000,PN,2,7.1670523,4,there,6.70383121407057,RB,5,4.6604314
1060,6,就,6.133440848420250,AD,1,7.1598167,3,it,5.35225838145451,PRP,2,4.3828855
1063,11,很,6.723622818117740,AD,1,7.3095484,8,very,7.23128265341125,RB,4,5.1751757
1064,8,问题,6.273012781145630,NN,2,7.1598167,6,the problem,9.8561495899371,DT,11,3.469161
1065,13,能,6.854115083559210,VV,1,6.4554653,9,can,6.37274445896951,MD,3,4.4064207
1066,12,近,8.771846581893230,VA,1,7.1598167,10,nearly,9.20290707954623,RB,6,5.344964
1067,9,价钱,13.333045957378600,NN,2,7.239988,6,the price,10.5603099962164,DT,9,3.469161
1068,32,车辆,10.362195535030100,NN,2,7.1807833,2,vehicle,10.7751517899606,NN,7,5.7883983
1069,12,我,5.742656255517170,PN,1,6.3825297,11,i,5.34354985959046,PRP,1,5.134548
1070,12,沟通,10.257489850976300,VV,2,7.1670523,5,communication,9.77779464632159,NN,13,5.8184752
1071,17,你,6.96104287928241,PN,1,6.558925,15,you,5.92631125854662,PRP,3,5.1347985
1072,26,才,8.031425347307340,AD,1,7.2327523,19,only,6.82771105599543,RB,4,4.6925993
1073,7,给,7.402959482225370,VV,1,6.8863854,2,to,3.92606293861701,IN,2,3.6630955
1074,17,我,5.742656255517170,PN,1,6.3825297,4,i,5.34354985959046,PRP,1,5.134548
1075,9,的,2.7277528723935400,DEG,1,4.1759996,6,the,3.04312077096989,DT,3,3.469161
1078,12,至,7.735317417095000,VV,1,4.47052,10,to,3.92606293861701,IN,2,3.6630955
1079,7,费用,8.909136347811960,NN,2,7.21781,5,cost,8.91063412690921,NN,4,5.4889994
1080,12,能用,24.01388396175680,VV,2,7.2095747,6,can be used,10.5671004230404,MD,11,4.4064207
1081,15,有,5.134998086658780,VE,1,5.2985525,7,there are,8.89715013134865,EX,9,4.6604314
1082,13,吗,8.759761060956490,IJ,1,7.1598167,11,?,6.31199790469147,.,1,4.6863203
1083,15,也,5.753495111341640,AD,1,6.8863854,6,also,6.95619717725742,RB,4,4.2201896
1084,11,联系,7.951912412664680,NN,2,7.1670523,2,contact,9.63270452975096,NN,7,5.744354
1085,20,房间,10.717802599032700,NN,2,7.239988,8,the room,9.86368672431331,DT,8,3.469161
1087,9,吗,8.759761060956490,IJ,1,7.1598167,7,?,6.31199790469147,.,1,4.6863203
1088,13,啊,10.827095194614000,IJ,1,6.5125904,11,ah,10.7235162999545,UH,2,7.291581
1089,13,获得,8.142366700407870,VV,2,6.8863854,2,to obtain,10.2925727183475,TO,9,3.6630955
1090,9,的,2.7277528723935400,DEG,1,4.1897306,2,the,3.04312077096989,DT,3,3.469161
1091,7,的,2.7277528723935400,DEG,1,4.1759996,4,the,3.04312077096989,DT,3,3.469161
1093,9,的,2.7277528723935400,DEG,1,4.1759996,2,the,3.04312077096989,DT,3,3.469161
1094,11,属于,8.825974640868300,VV,2,5.7291994,1,belong to,10.89147753372,VB,9,6.1182427
1095,15,的,2.7277528723935400,DEG,1,4.2786794,10,the,3.04312077096989,DT,3,3.469161
1096,24,这样,6.997385090825200,VA,2,7.2327523,13,such,6.92425601892606,JJ,4,4.665015
1097,12,墙,11.555427459987700,NN,1,6.9234123,6,wall,9.41876245149882,NNP,4,5.707227
1098,16,也,5.753495111341640,AD,1,6.8726544,3,also,6.95619717725742,RB,4,4.2201896
1099,8,吗,8.759761060956490,IJ,1,7.1598167,6,?,6.31199790469147,.,1,4.6863203
1101,13,的,2.7277528723935400,DEG,1,4.1759996,10,the,3.04312077096989,DT,3,3.469161
